Naam_2;?ID;RegioS;Perioden;Bevolkingsdichtheid_57;GemiddeldeHuishoudensgrootte_89;Woningdichtheid_93;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;Woningen_97;NietWoningen_98;GemiddeldeWoningwaarde_99;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_122;TypeEenpersoonshuishouden_123;TypeEenoudergezin_124;TypePaarZonderKind_125;TypePaarMetKindEren_126;BronInkomenAlsWerknemer_127;BronInkomenAlsZelfstandige_128;BronOverdrachtsinkomen_129;WoningbezitEigenWoning_130;WoningbezitHuurwoning_131
Alkmaar;1959;GM0361;2022JJ00;1004;2.06;480;;;;;;288;;;;;;;;;;;
Almelo;1960;GM0141;1995JJ00;1718;2.39;701;.;.;.;.;.;.;;;;;;;;;;;
Almelo;1961;GM0141;1996JJ00;1723;2.39;711;.;.;.;.;.;.;;;;;;;;;;;
Almelo;1962;GM0141;1997JJ00;1685;2.37;705;.;.;.;1430;811;53;;;;;;;;;;;
Almelo;1963;GM0141;1998JJ00;1696;2.36;713;.;.;.;1479;827;54;;;;;;;;;;;
Almelo;1964;GM0141;1999JJ00;1707;2.35;722;.;.;.;1512;863;55;;;;;;;;;;;
Almelo;1965;GM0141;2000JJ00;1713;2.35;732;.;.;.;1534;902;55;;;;;;;;;;;
Almelo;1966;GM0141;2001JJ00;1039;2.40;437;.;.;.;2775;1121;95;;;;;;;;;;;
Almelo;1967;GM0141;2002JJ00;1048;2.37;444;.;.;.;2836;1154;95;;;;;;;;;;;
Almelo;1968;GM0141;2003JJ00;1064;2.35;447;.;.;.;2913;1208;97;;;;;;;;;;;
Almelo;1969;GM0141;2004JJ00;1071;2.34;451;.;.;.;2939;1221;97;;;;;;;;;;;
Almelo;1970;GM0141;2005JJ00;1072;2.33;452;.;.;.;4482;1475;147;;;;;;;;;;;
Almelo;1971;GM0141;2006JJ00;1069;2.32;456;53.6;42.9;3.5;4535;1478;149;;;;;;;;;;;
Almelo;1972;GM0141;2007JJ00;1069;2.30;457;54.5;42.2;3.3;4951;1512;160;;;;;;;;;;;
Almelo;1973;GM0141;2008JJ00;1072;2.29;463;54.5;41.8;3.8;5481;1680;175;45.0;;;;;;;;;;
Almelo;1974;GM0141;2009JJ00;1075;2.28;467;54.6;44.9;0.4;5661;1742;180;45.3;;;;;;;;;;
Almelo;1975;GM0141;2010JJ00;1077;2.27;468;54.6;45.0;0.4;5586;1860;178;39.9;;;;;;;;;;
Almelo;1976;GM0141;2011JJ00;1077;2.28;467;54.5;45.2;0.3;5567;1888;177;41.5;33.4;19.7;27.4;36.2;45.8;38.1;54.5;24.3;41.8;22.2
Almelo;1977;GM0141;2012JJ00;1079;2.27;475;55.2;44.4;0.4;5432;1813;172;43.1;33.5;19.8;27.3;36.3;46.6;38.7;53.5;24.6;42.2;22.1
Almelo;1978;GM0141;2013JJ00;1081;2.26;477;55.1;44.7;0.3;5191;1733;164;44.8;33.5;20.0;27.6;36.4;46.8;39.6;51.4;24.5;42.3;22.1
Almelo;1979;GM0141;2014JJ00;1077;2.27;478;55.0;44.7;0.3;4899;1751;154;40.9;35.3;21.1;28.1;39.0;48.7;40.7;59.8;26.1;44.7;22.6
Almelo;1980;GM0141;2015JJ00;1074;2.26;480;54.9;44.6;0.4;4763;1631;150;40.4;35.0;21.1;28.9;37.8;48.7;41.5;53.4;25.5;43.9;22.9
Almelo;1981;GM0141;2016JJ00;1076;2.24;482;54.6;44.7;0.7;4864;1750;152;41.7;36.2;21.5;29.8;39.2;51.5;43.1;57.1;25.9;45.9;23.2
Almelo;1982;GM0141;2017JJ00;1077;2.22;488;53.5;46.0;0.5;4942;1680;153;42.1;37.2;22.0;30.9;40.3;53.7;43.6;62.4;26.7;47.7;23.5
Almelo;1983;GM0141;2018JJ00;1080;2.21;490;54.4;45.1;0.5;5207;1772;160;42.7;38.0;22.5;31.8;40.6;55.8;44.5;63.8;26.7;48.7;24.1
Almelo;1984;GM0141;2019JJ00;1083;2.19;498;54.7;45.2;0.1;5528;1761;170;43.5;40.4;23.4;34.4;43.9;59.9;46.2;72.2;28.7;52.3;25.1
Almelo;1985;GM0141;2020JJ00;1087;2.19;499;54.6;45.3;0.1;6071;1873;184;42.4;41.8;24.3;35.0;45.2;62.6;48.6;.;29.4;54.0;26.1
Almelo;1986;GM0141;2021JJ00;1087;2.18;503;54.1;45.8;0.1;;;199;;;;;;;;;;;
Almelo;1987;GM0141;2022JJ00;1089;2.17;505;;;;;;225;;;;;;;;;;;
Almere;1988;GM0034;1995JJ00;792;2.56;307;.;.;.;.;.;.;;;;;;;;;;;
Almere;1989;GM0034;1996JJ00;853;2.55;332;.;.;.;.;.;.;;;;;;;;;;;
Almere;1990;GM0034;1997JJ00;895;2.55;349;.;.;.;3702;954;80;;;;;;;;;;;
Almere;1991;GM0034;1998JJ00;954;2.54;376;.;.;.;4026;996;81;;;;;;;;;;;
Almere;1992;GM0034;1999JJ00;1025;2.53;400;.;.;.;4353;1033;82;;;;;;;;;;;
Almere;1993;GM0034;2000JJ00;1085;2.53;422;.;.;.;4623;1240;82;;;;;;;;;;;
Almere;1994;GM0034;2001JJ00;1143;2.52;444;.;.;.;6905;1529;118;;;;;;;;;;;
Almere;1995;GM0034;2002JJ00;1207;2.52;470;.;.;.;7594;1631;121;;;;;;;;;;;
Almere;1996;GM0034;2003JJ00;1265;2.51;489;.;.;.;7836;1783;121;;;;;;;;;;;
Almere;1997;GM0034;2004JJ00;1308;2.51;508;.;.;.;8298;1976;122;;;;;;;;;;;
Almere;1998;GM0034;2005JJ00;1341;2.50;520;.;.;.;12703;2544;182;;;;;;;;;;;
Almere;1999;GM0034;2006JJ00;1369;2.48;530;60.3;38.3;1.4;12885;2707;180;;;;;;;;;;;
Almere;2000;GM0034;2007JJ00;1388;2.48;538;61.5;37.3;1.3;13630;3174;189;;;;;;;;;;;
Almere;2001;GM0034;2008JJ00;1406;2.46;545;61.8;36.7;1.5;14187;3631;194;71.7;;;;;;;;;;
Almere;2002;GM0034;2009JJ00;1431;2.45;558;62.3;37.6;0.1;14759;3808;198;70.7;;;;;;;;;;
Almere;2003;GM0034;2010JJ00;1449;2.44;568;61.9;38.0;0.1;15159;3952;199;66.1;;;;;;;;;;
Almere;2004;GM0034;2011JJ00;1471;2.43;581;61.9;38.0;0.1;15386;4021;199;65.8;38.0;21.6;29.0;41.3;51.1;42.3;50.6;24.7;46.2;24.2
Almere;2005;GM0034;2012JJ00;1490;2.41;592;63.2;36.6;0.2;15283;3990;195;69.1;37.7;21.5;28.8;41.8;50.8;42.3;49.3;24.6;45.9;24.0
Almere;2006;GM0034;2013JJ00;1510;2.40;600;63.4;36.5;0.1;15019;3873;191;62.8;38.1;21.9;29.1;42.0;51.9;43.5;47.8;24.8;46.4;24.1
Almere;2007;GM0034;2014JJ00;1516;2.39;606;63.4;36.5;0.2;14555;3742;183;63.4;39.6;22.9;30.0;43.9;53.7;44.8;52.7;26.3;48.3;24.6
Almere;2008;GM0034;2015JJ00;1523;2.38;611;63.6;36.2;0.2;14381;3611;180;64.6;40.0;23.2;30.8;44.1;54.4;45.6;49.5;26.2;48.5;25.1
Almere;2009;GM0034;2016JJ00;1533;2.38;617;63.8;36.0;0.2;14725;3495;181;64.6;41.5;23.9;32.7;45.7;56.8;47.1;52.3;27.2;50.4;26.0
Almere;2010;GM0034;2017JJ00;1555;2.37;624;63.7;36.1;0.2;15559;3447;187;65.3;42.6;24.3;33.8;47.1;58.7;47.9;55.3;28.7;51.9;26.5
Almere;2011;GM0034;2018JJ00;1579;2.36;637;63.3;36.4;0.3;16057;3377;198;69.6;43.9;25.0;35.1;47.9;60.7;49.1;57.9;28.9;53.2;27.4
Almere;2012;GM0034;2019JJ00;1609;2.35;651;64.2;35.6;0.2;18898;3462;222;72.1;46.3;26.0;37.3;50.8;64.6;51.0;64.9;30.6;56.5;28.7
Almere;2013;GM0034;2020JJ00;1640;2.35;666;63.9;35.9;0.2;21743;3600;251;70.7;47.6;27.0;38.5;52.1;66.8;53.3;.;31.1;58.1;30.0
Almere;2014;GM0034;2021JJ00;1662;2.35;675;63.6;36.4;0.1;;;276;;;;;;;;;;;
Almere;2015;GM0034;2022JJ00;1686;2.33;688;;;;;;310;;;;;;;;;;;
Alphen aan den Rijn;2016;GM0484;1995JJ00;1217;2.54;465;.;.;.;.;.;.;;;;;;;;;;;
Alphen aan den Rijn;2017;GM0484;1996JJ00;1226;2.51;474;.;.;.;.;.;.;;;;;;;;;;;
Alphen aan den Rijn;2018;GM0484;1997JJ00;1229;2.49;479;.;.;.;2035;773;78;;;;;;;;;;;
Alphen aan den Rijn;2019;GM0484;1998JJ00;1245;2.48;490;.;.;.;2110;803;79;;;;;;;;;;;
Alphen aan den Rijn;2020;GM0484;1999JJ00;1257;2.46;497;.;.;.;2176;829;79;;;;;;;;;;;
Alphen aan den Rijn;2021;GM0484;2000JJ00;1268;2.44;505;.;.;.;2210;859;80;;;;;;;;;;;
Alphen aan den Rijn;2022;GM0484;2001JJ00;1273;2.44;506;.;.;.;3745;1289;134;;;;;;;;;;;
Alphen aan den Rijn;2023;GM0484;2002JJ00;1281;2.42;510;.;.;.;3758;1266;134;;;;;;;;;;;
Alphen aan den Rijn;2024;GM0484;2003JJ00;1284;2.41;512;.;.;.;3795;1359;135;;;;;;;;;;;
Alphen aan den Rijn;2025;GM0484;2004JJ00;1280;2.40;513;.;.;.;3860;1365;136;;;;;;;;;;;
Alphen aan den Rijn;2026;GM0484;2005JJ00;1282;2.40;517;.;.;.;5827;1564;202;;;;;;;;;;;
Alphen aan den Rijn;2027;GM0484;2006JJ00;1289;2.37;525;56.2;41.3;2.6;5953;1637;203;;;;;;;;;;;
Alphen aan den Rijn;2028;GM0484;2007JJ00;1291;2.36;534;57.8;39.7;2.5;6513;1739;219;;;;;;;;;;;
Alphen aan den Rijn;2029;GM0484;2008JJ00;1301;2.33;540;58.2;39.3;2.5;6911;1853;230;33.9;;;;;;;;;;
Alphen aan den Rijn;2030;GM0484;2009JJ00;1311;2.31;545;59.0;40.2;0.8;7285;1847;240;33.7;;;;;;;;;;
Alphen aan den Rijn;2031;GM0484;2010JJ00;1317;2.30;550;59.9;39.2;0.9;7429;1931;241;32.3;;;;;;;;;;
Alphen aan den Rijn;2032;GM0484;2011JJ00;1321;2.31;551;60.6;38.6;0.8;7358;1930;238;32.6;39.9;22.9;31.9;43.0;55.2;43.4;58.2;28.8;48.4;26.2
Alphen aan den Rijn;2033;GM0484;2012JJ00;1324;2.30;564;62.3;37.2;0.5;7266;1964;234;32.4;40.0;23.0;31.8;43.6;55.2;43.5;57.9;29.2;48.4;26.0
Alphen aan den Rijn;2034;GM0484;2013JJ00;1327;2.29;569;62.3;37.3;0.4;7018;1952;225;32.0;40.3;23.3;32.8;44.2;55.6;44.4;56.3;29.3;48.9;25.8
Alphen aan den Rijn;2035;GM0484;2014JJ00;844;2.33;359;62.9;36.7;0.4;9985;2540;220;40.5;42.6;24.1;34.1;45.4;59.1;45.9;64.6;31.3;51.6;26.6
Alphen aan den Rijn;2036;GM0484;2015JJ00;849;2.31;362;62.8;36.8;0.4;9887;2467;217;40.4;42.4;24.4;34.1;44.7;59.2;47.0;59.4;30.3;51.2;26.8
Alphen aan den Rijn;2037;GM0484;2016JJ00;854;2.31;363;63.0;36.6;0.4;9960;2430;215;40.7;44.2;25.1;35.7;46.6;62.2;48.9;64.5;31.1;53.6;27.4
Alphen aan den Rijn;2038;GM0484;2017JJ00;861;2.30;369;62.6;36.8;0.6;10299;2354;219;42.5;45.3;25.5;37.9;48.3;64.1;49.6;65.6;33.0;55.2;28.0
Alphen aan den Rijn;2039;GM0484;2018JJ00;869;2.29;373;63.0;36.6;0.4;10817;2362;231;43.3;46.7;25.9;37.7;48.9;67.9;50.9;71.3;32.6;57.0;28.5
Alphen aan den Rijn;2040;GM0484;2019JJ00;879;2.27;378;63.6;36.3;0.1;11850;2331;246;44.2;49.9;27.4;40.2;53.9;72.0;52.7;83.4;35.3;61.4;29.9
Alphen aan den Rijn;2041;GM0484;2020JJ00;886;2.27;382;63.4;36.6;0.1;12894;2294;264;41.4;51.0;28.3;41.9;54.7;73.9;54.9;.;35.9;62.5;31.1
Alphen aan den Rijn;2042;GM0484;2021JJ00;892;2.26;387;63.2;36.8;0.0;;;282;;;;;;;;;;;
Alphen aan den Rijn;2043;GM0484;2022JJ00;897;2.25;392;;;;;;307;;;;;;;;;;;
Alphen-Chaam;2072;GM1723;1995JJ00;;;;;;;;;;;;;;;;;;;;
Alphen-Chaam;2073;GM1723;1996JJ00;;;;;;;;;;;;;;;;;;;;
Alphen-Chaam;2074;GM1723;1997JJ00;100;2.74;37;.;.;.;364;162;122;;;;;;;;;;;
Alphen-Chaam;2075;GM1723;1998JJ00;101;2.71;37;.;.;.;361;176;122;;;;;;;;;;;
Alphen-Chaam;2076;GM1723;1999JJ00;101;2.70;37;.;.;.;365;181;122;;;;;;;;;;;
Alphen-Chaam;2077;GM1723;2000JJ00;101;2.69;37;.;.;.;372;184;123;;;;;;;;;;;
Alphen-Chaam;2078;GM1723;2001JJ00;102;2.68;38;.;.;.;630;243;202;;;;;;;;;;;
Alphen-Chaam;2079;GM1723;2002JJ00;101;2.67;38;.;.;.;641;238;202;;;;;;;;;;;
Alphen-Chaam;2080;GM1723;2003JJ00;101;2.67;38;.;.;.;653;240;204;;;;;;;;;;;
Alphen-Chaam;2081;GM1723;2004JJ00;101;2.65;38;.;.;.;664;244;204;;;;;;;;;;;
Alphen-Chaam;2082;GM1723;2005JJ00;102;2.63;38;.;.;.;1032;308;312;;;;;;;;;;;
Alphen-Chaam;2083;GM1723;2006JJ00;102;2.62;39;74.5;23.5;2.0;1048;308;311;;;;;;;;;;;
Alphen-Chaam;2084;GM1723;2007JJ00;102;2.58;39;73.9;23.9;2.2;1104;336;326;;;;;;;;;;;
Alphen-Chaam;2085;GM1723;2008JJ00;101;2.55;40;73.7;24.5;1.8;1162;340;338;2.2;;;;;;;;;;
Alphen-Chaam;2086;GM1723;2009JJ00;101;2.54;40;73.7;26.1;0.2;1208;357;348;2.2;;;;;;;;;;
Alphen-Chaam;2087;GM1723;2010JJ00;101;2.53;40;74.1;25.7;0.2;1217;366;344;2.3;;;;;;;;;;
Alphen-Chaam;2088;GM1723;2011JJ00;102;2.51;40;73.7;26.1;0.2;1174;354;330;2.3;44.6;22.7;38.5;42.9;59.8;48.8;64.8;31.4;49.4;25.5
Alphen-Chaam;2089;GM1723;2012JJ00;102;2.51;42;76.8;21.7;1.5;1144;337;322;2.2;44.6;22.7;40.7;42.8;59.6;49.2;63.1;31.9;49.5;24.8
Alphen-Chaam;2090;GM1723;2013JJ00;104;2.48;43;76.9;21.7;1.4;1150;328;302;2.1;45.1;23.1;39.4;42.7;61.8;49.9;62.6;32.3;50.2;25.6
Alphen-Chaam;2091;GM1723;2014JJ00;104;2.46;44;76.0;23.4;0.6;1110;324;290;2.1;46.8;24.8;38.8;45.5;63.5;49.6;67.5;35.1;52.3;25.8
Alphen-Chaam;2092;GM1723;2015JJ00;105;2.44;45;75.6;23.3;1.1;1119;320;289;2.1;46.1;24.0;41.5;44.2;63.8;51.9;62.0;32.5;51.7;25.6
Alphen-Chaam;2093;GM1723;2016JJ00;107;2.43;45;75.3;23.6;1.1;1117;326;289;2.1;48.2;24.7;41.5;45.8;67.4;54.4;66.6;33.2;53.9;27.2
Alphen-Chaam;2094;GM1723;2017JJ00;108;2.42;46;75.0;23.7;1.2;1160;306;297;2.3;49.6;25.1;41.8;47.4;70.5;55.7;68.1;35.3;55.8;27.4
Alphen-Chaam;2095;GM1723;2018JJ00;108;2.41;46;76.0;23.1;0.9;1201;311;307;2.4;50.8;26.2;42.0;47.3;72.7;56.6;75.3;33.5;56.8;28.5
Alphen-Chaam;2096;GM1723;2019JJ00;109;2.40;47;76.2;23.7;0.1;1266;303;336;2.6;55.7;28.0;44.2;53.1;79.1;58.8;87.6;38.8;63.1;28.8
Alphen-Chaam;2097;GM1723;2020JJ00;110;2.39;47;76.0;23.7;0.3;1359;303;354;2.6;57.0;.;.;.;.;.;.;.;64.5;.
Alphen-Chaam;2098;GM1723;2021JJ00;111;2.39;48;75.5;24.3;0.2;;;370;;;;;;;;;;;
Alphen-Chaam;2099;GM1723;2022JJ00;112;2.38;48;;;;;;399;;;;;;;;;;;
Altena;2100;GM1959;1995JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2101;GM1959;1996JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2102;GM1959;1997JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2103;GM1959;1998JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2104;GM1959;1999JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2105;GM1959;2000JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2106;GM1959;2001JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2107;GM1959;2002JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2108;GM1959;2003JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2109;GM1959;2004JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2110;GM1959;2005JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2111;GM1959;2006JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2112;GM1959;2007JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2113;GM1959;2008JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2114;GM1959;2009JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2115;GM1959;2010JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2116;GM1959;2011JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2117;GM1959;2012JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2118;GM1959;2013JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2119;GM1959;2014JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2120;GM1959;2015JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2121;GM1959;2016JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2122;GM1959;2017JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2123;GM1959;2018JJ00;;;;;;;;;;;;;;;;;;;;
Altena;2124;GM1959;2019JJ00;276;2.48;111;68.5;31.1;0.5;5512;1052;257;18.5;51.2;26.4;43.8;49.2;72.2;54.3;84.2;33.4;61.4;29.2
Altena;2125;GM1959;2020JJ00;279;2.47;112;68.6;31.1;0.4;6033;1068;273;18.3;52.4;27.5;.;50.0;74.3;56.8;.;34.0;62.9;30.1
Altena;2126;GM1959;2021JJ00;281;2.46;113;68.8;31.2;0.1;;;291;;;;;;;;;;;
Altena;2127;GM1959;2022JJ00;285;2.44;114;;;;;;318;;;;;;;;;;;
Ameland;2184;GM0060;1995JJ00;59;2.56;27;.;.;.;.;.;.;;;;;;;;;;;
Ameland;2185;GM0060;1996JJ00;60;2.54;29;.;.;.;.;.;.;;;;;;;;;;;
Ameland;2186;GM0060;1997JJ00;59;2.53;28;.;.;.;214;84;78;;;;;;;;;;;
Ameland;2187;GM0060;1998JJ00;59;2.50;29;.;.;.;226;81;77;;;;;;;;;;;
Ameland;2188;GM0060;1999JJ00;60;2.47;30;.;.;.;229;82;78;;;;;;;;;;;
Ameland;2189;GM0060;2000JJ00;60;2.43;30;.;.;.;236;87;79;;;;;;;;;;;
Ameland;2190;GM0060;2001JJ00;61;2.45;30;.;.;.;347;129;123;;;;;;;;;;;
Ameland;2191;GM0060;2002JJ00;61;2.41;30;.;.;.;345;137;121;;;;;;;;;;;
Ameland;2192;GM0060;2003JJ00;60;2.39;30;.;.;.;348;138;122;;;;;;;;;;;
Ameland;2193;GM0060;2004JJ00;59;2.35;30;.;.;.;369;152;122;;;;;;;;;;;
Ameland;2194;GM0060;2005JJ00;59;2.35;30;.;.;.;572;164;187;;;;;;;;;;;
Ameland;2195;GM0060;2006JJ00;59;2.31;31;63.7;22.2;14.1;577;164;186;;;;;;;;;;;
Ameland;2196;GM0060;2007JJ00;58;2.30;26;69.8;25.7;4.5;658;177;201;;;;;;;;;;;
Ameland;2197;GM0060;2008JJ00;58;2.30;26;71.2;25.2;3.6;706;186;213;1.3;;;;;;;;;;
Ameland;2198;GM0060;2009JJ00;59;2.28;27;71.1;27.3;1.6;736;188;220;1.5;;;;;;;;;;
Ameland;2199;GM0060;2010JJ00;60;2.28;27;70.2;28.0;1.8;755;219;220;1.4;;;;;;;;;;
Ameland;2200;GM0060;2011JJ00;60;2.25;27;69.5;29.0;1.5;782;216;223;1.5;34.7;21.1;.;37.1;47.4;36.0;48.8;27.4;39.7;24.4
Ameland;2201;GM0060;2012JJ00;60;2.25;26;68.1;29.5;2.4;803;215;221;1.6;35.2;20.7;.;38.1;48.7;36.1;50.7;28.3;40.5;24.1
Ameland;2202;GM0060;2013JJ00;60;2.23;27;69.1;28.4;2.4;771;209;210;1.4;35.7;22.3;.;37.6;49.1;37.0;51.4;27.9;40.5;25.0
Ameland;2203;GM0060;2014JJ00;61;2.23;28;66.8;28.1;5.1;750;206;201;1.4;36.7;23.3;.;39.0;49.6;37.8;52.7;29.2;42.4;24.5
Ameland;2204;GM0060;2015JJ00;61;2.21;28;66.1;28.3;5.6;741;202;196;1.5;37.5;22.3;.;39.9;52.8;38.1;56.4;28.9;43.5;25.0
Ameland;2205;GM0060;2016JJ00;62;2.19;29;65.9;28.3;5.8;763;202;221;1.5;38.9;22.5;.;41.1;56.6;39.6;62.7;29.2;45.2;26.5
Ameland;2206;GM0060;2017JJ00;62;2.18;29;64.4;29.6;6.0;783;179;227;1.7;40.4;23.2;.;42.1;59.5;40.4;65.3;30.6;47.0;27.5
Ameland;2207;GM0060;2018JJ00;62;2.15;29;65.1;28.7;6.2;859;201;238;1.7;41.2;22.6;.;43.5;62.5;41.0;69.3;30.3;48.4;27.6
Ameland;2208;GM0060;2019JJ00;62;2.13;29;68.3;30.6;1.1;923;185;246;1.7;44.7;24.6;.;45.7;71.4;42.7;81.0;31.7;53.3;28.5
Ameland;2209;GM0060;2020JJ00;63;2.13;29;67.8;30.9;1.4;980;168;248;1.7;.;.;.;.;.;.;.;.;.;.
Ameland;2210;GM0060;2021JJ00;63;2.10;30;67.0;32.1;0.9;;;264;;;;;;;;;;;
Ameland;2211;GM0060;2022JJ00;66;2.12;31;;;;;;.;;;;;;;;;;;
Amersfoort;2240;GM0307;1995JJ00;2008;2.29;818;.;.;.;.;.;.;;;;;;;;;;;
Amersfoort;2241;GM0307;1996JJ00;2052;2.29;839;.;.;.;.;.;.;;;;;;;;;;;
Amersfoort;2242;GM0307;1997JJ00;2107;2.29;865;.;.;.;4491;1390;92;;;;;;;;;;;
Amersfoort;2243;GM0307;1998JJ00;1921;2.29;789;.;.;.;4687;1497;92;;;;;;;;;;;
Amersfoort;2244;GM0307;1999JJ00;1966;2.29;813;.;.;.;4850;1625;93;;;;;;;;;;;
Amersfoort;2245;GM0307;2000JJ00;2006;2.30;832;.;.;.;4945;1716;93;;;;;;;;;;;
Amersfoort;2246;GM0307;2001JJ00;2036;2.29;844;.;.;.;7892;2305;146;;;;;;;;;;;
Amersfoort;2247;GM0307;2002JJ00;2063;2.29;853;.;.;.;7949;2618;147;;;;;;;;;;;
Amersfoort;2248;GM0307;2003JJ00;2087;2.29;859;.;.;.;8091;2731;148;;;;;;;;;;;
Amersfoort;2249;GM0307;2004JJ00;2113;2.30;876;.;.;.;8255;2884;149;;;;;;;;;;;
Amersfoort;2250;GM0307;2005JJ00;2145;2.30;888;.;.;.;12091;3291;212;;;;;;;;;;;
Amersfoort;2251;GM0307;2006JJ00;2180;2.30;910;51.1;46.2;2.7;12432;3357;215;;;;;;;;;;;
Amersfoort;2252;GM0307;2007JJ00;2213;2.28;922;54.5;43.3;2.3;13516;3602;229;;;;;;;;;;;
Amersfoort;2253;GM0307;2008JJ00;2247;2.29;933;55.0;42.7;2.3;14815;3712;247;81.3;;;;;;;;;;
Amersfoort;2254;GM0307;2009JJ00;2281;2.29;950;56.4;43.4;0.2;15817;3995;260;82.3;;;;;;;;;;
Amersfoort;2255;GM0307;2010JJ00;2308;2.29;965;56.2;43.6;0.2;16064;4086;258;83.5;;;;;;;;;;
Amersfoort;2256;GM0307;2011JJ00;2332;2.29;975;56.5;43.3;0.2;15750;4079;251;83.4;39.5;22.5;30.6;43.6;55.9;44.1;58.7;26.3;50.1;25.1
Amersfoort;2257;GM0307;2012JJ00;2358;2.28;1009;56.8;42.6;0.7;15635;4127;247;84.7;39.7;22.9;30.5;43.6;56.3;44.2;59.9;26.6;50.3;25.1
Amersfoort;2258;GM0307;2013JJ00;2383;2.28;1017;57.2;42.3;0.5;15067;4036;235;82.5;39.9;23.0;30.8;44.1;56.7;45.4;55.8;26.6;50.6;25.0
Amersfoort;2259;GM0307;2014JJ00;2402;2.28;1026;57.2;42.4;0.4;14255;3919;222;81.7;42.1;23.9;32.3;46.6;60.2;46.8;65.0;28.3;53.6;26.0
Amersfoort;2260;GM0307;2015JJ00;2427;2.28;1032;57.5;42.1;0.4;14091;3893;217;80.5;41.8;24.0;32.9;46.0;59.8;47.9;55.9;27.6;52.9;26.3
Amersfoort;2261;GM0307;2016JJ00;2447;2.27;1040;57.8;41.6;0.6;14547;3786;223;81.1;44.0;25.3;34.7;47.5;63.7;49.7;64.9;28.5;55.8;27.2
Amersfoort;2262;GM0307;2017JJ00;2459;2.27;1052;57.8;41.8;0.4;15433;3614;234;83.2;45.2;25.5;35.4;49.3;66.2;50.7;65.7;30.1;57.5;27.6
Amersfoort;2263;GM0307;2018JJ00;2479;2.26;1062;58.0;41.5;0.5;17101;3654;254;88.0;46.3;25.7;36.5;50.2;68.7;52.2;67.6;29.7;58.9;28.3
Amersfoort;2264;GM0307;2019JJ00;2496;2.25;1073;58.5;41.2;0.2;19090;3695;283;88.7;49.2;27.5;38.3;53.7;73.7;54.1;78.2;31.9;63.1;29.6
Amersfoort;2265;GM0307;2020JJ00;2512;2.24;1081;58.4;41.3;0.2;20996;3690;307;91.8;50.7;28.4;40.4;55.2;75.9;56.6;.;32.5;64.9;30.9
Amersfoort;2266;GM0307;2021JJ00;2514;2.23;1099;57.9;42.0;0.1;;;331;;;;;;;;;;;
Amersfoort;2267;GM0307;2022JJ00;2538;2.21;1120;;;;;;367;;;;;;;;;;;
Amstelveen;2296;GM0362;1995JJ00;1830;2.04;837;.;.;.;.;.;.;;;;;;;;;;;
Amstelveen;2297;GM0362;1996JJ00;1867;2.04;854;.;.;.;.;.;.;;;;;;;;;;;
Amstelveen;2298;GM0362;1997JJ00;1891;2.04;867;.;.;.;3351;1331;97;;;;;;;;;;;
Amstelveen;2299;GM0362;1998JJ00;1913;2.03;877;.;.;.;3410;1372;97;;;;;;;;;;;
Amstelveen;2300;GM0362;1999JJ00;1914;2.04;883;.;.;.;3480;1456;97;;;;;;;;;;;
Amstelveen;2301;GM0362;2000JJ00;1929;2.05;893;.;.;.;3499;1396;97;;;;;;;;;;;
Amstelveen;2302;GM0362;2001JJ00;1922;2.04;897;.;.;.;6329;1574;175;;;;;;;;;;;
Amstelveen;2303;GM0362;2002JJ00;1861;2.04;870;.;.;.;6344;1778;175;;;;;;;;;;;
Amstelveen;2304;GM0362;2003JJ00;1879;2.04;876;.;.;.;6384;1810;177;;;;;;;;;;;
Amstelveen;2305;GM0362;2004JJ00;1898;2.04;876;.;.;.;6390;1886;177;;;;;;;;;;;
Amstelveen;2306;GM0362;2005JJ00;1902;2.04;876;.;.;.;9179;2085;250;;;;;;;;;;;
Amstelveen;2307;GM0362;2006JJ00;1898;2.04;880;46.4;50.2;3.4;9236;2081;251;;;;;;;;;;;
