;Perioden_Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;GemiddeldeBevolking_2;RegioS_Title;Bevolkingsdichtheid_57;Woningdichtheid_93;Woningen_97;Jaar;Hypotheekrente
0;2010;230392.0;25674.0;Aa en Hunze;92.0;39.0;2808;2010;4.52
1;2010;276192.0;12649.5;Aalburg;;;;2010;4.52
2;2010;305355.0;29688.0;Aalsmeer;1425.0;573.0;3787;2010;4.52
3;2010;187353.0;27469.5;Aalten;285.0;116.0;2601;2010;4.52
4;2010;483105.0;8777.5;Abcoude;;;;2010;4.52
5;2010;188733.0;28105.5;Achtkarspelen;274.0;113.0;2212;2010;4.52
6;2010;229507.0;19111.0;Alblasserdam;2164.0;881.0;1738;2010;4.52
7;2010;283348.0;24432.5;Albrandswaard;1109.0;448.0;2847;2010;4.52
8;2010;211926.0;93898.5;Alkmaar;3206.0;1471.0;9082;2010;4.52
9;2010;172505.0;72600.5;Almelo;1077.0;468.0;5586;2010;4.52
10;2010;205853.0;189407.5;Almere;1449.0;568.0;15159;2010;4.52
11;2012;179928.0;10530.5;Bedum;;;;2012;3.65
12;2010;193252.0;72607.0;Alphen aan den Rijn;1317.0;550.0;7429;2010;4.52
13;2010;297254.0;9451.0;Alphen-Chaam;101.0;40.0;1217;2010;4.52
14;2010;;;Altena;;;;2010;4.52
15;2011;236209.0;25761.5;Aa en Hunze;93.0;39.0;2788;2011;4.22
16;2016;252680.0;3622.0;Ameland;62.0;29.0;763;2016;1.62
17;2011;266466.0;12717.0;Aalburg;;;;2011;4.22
18;2020;346924.0;3731.0;Ameland;63.0;29.0;980;2020;1.88
19;2011;314737.0;30276.5;Aalsmeer;1477.0;576.0;3782;2011;4.22
20;2011;189290.0;27372.0;Aalten;284.0;117.0;2549;2011;4.22
21;2011;;;Abcoude;;;;2011;4.22
22;2011;188124.0;28107.0;Achtkarspelen;275.0;113.0;2195;2011;4.22
23;2011;223250.0;19337.5;Alblasserdam;2186.0;903.0;1768;2011;4.22
24;2011;266889.0;24838.5;Albrandswaard;1128.0;457.0;2797;2011;4.22
25;2011;206264.0;94102.5;Alkmaar;3210.0;1477.0;9050;2011;4.22
26;2011;170489.0;72678.0;Almelo;1077.0;467.0;5567;2011;4.22
27;2011;205127.0;191909.0;Almere;1471.0;581.0;15386;2011;4.22
28;2011;211847.0;72766.5;Alphen aan den Rijn;1321.0;551.0;7358;2011;4.22
29;2011;292151.0;9495.5;Alphen-Chaam;102.0;40.0;1174;2011;4.22
30;2011;;;Altena;;;;2011;4.22
31;2012;219111.0;25639.5;Aa en Hunze;93.0;45.0;2723;2012;3.65
32;2012;250662.0;12761.5;Aalburg;;;;2012;3.65
33;2012;265452.0;30491.0;Aalsmeer;1486.0;600.0;3722;2012;3.65
34;2016;165414.0;7320.0;Ten Boer;;;;2016;1.62
35;2012;176637.0;27193.5;Aalten;283.0;119.0;2480;2012;3.65
36;2012;;;Abcoude;;;;2012;3.65
37;2012;178073.0;28100.5;Achtkarspelen;274.0;114.0;2161;2012;3.65
38;2012;212680.0;19555.0;Alblasserdam;2216.0;920.0;1743;2012;3.65
39;2012;287149.0;25052.0;Albrandswaard;1143.0;449.0;2782;2012;3.65
40;2012;201883.0;94387.0;Alkmaar;3222.0;1493.0;9015;2012;3.65
41;2012;171217.0;72743.0;Almelo;1079.0;475.0;5432;2012;3.65
42;2012;192040.0;194188.0;Almere;1490.0;592.0;15283;2012;3.65
43;2012;198369.0;72883.0;Alphen aan den Rijn;1324.0;564.0;7266;2012;3.65
44;2012;277341.0;9582.5;Alphen-Chaam;102.0;42.0;1144;2012;3.65
45;2012;;;Altena;;;;2012;3.65
46;1995;;;Aa en Hunze;;;;1995;7.12
47;2013;213176.0;25449.0;Aa en Hunze;92.0;41.0;2573;2013;3.51
48;1996;;;Aa en Hunze;;;;1996;6.25
49;2018;198181.0;7290.5;Ten Boer;;;;2018;1.68
50;2013;229378.0;12810.0;Aalburg;;;;2013;3.51
51;1997;;;Aa en Hunze;;;;1997;5.82
52;2017;166742.0;8867.5;Bellingwedde;;;;2017;2.23
53;2013;288004.0;30688.5;Aalsmeer;1501.0;606.0;3609;2013;3.51
54;1998;130136.0;24778.5;Aa en Hunze;89.0;35.0;736;1998;5.56
55;2013;159498.0;27047.5;Aalten;281.0;119.0;2404;2013;3.51
56;1999;159338.0;24787.5;Aa en Hunze;89.0;36.0;749;1999;5.14
57;2013;;;Abcoude;;;;2013;3.51
58;2000;182830.0;25016.0;Aa en Hunze;89.0;36.0;763;2000;5.88
59;2013;152525.0;28063.0;Achtkarspelen;275.0;114.0;2053;2013;3.51
60;2001;216452.0;25380.0;Aa en Hunze;91.0;36.0;1336;2001;5.88
61;2015;210548.0;19900.0;Alblasserdam;2262.0;928.0;1551;2015;2.28
62;2013;190876.0;19722.0;Alblasserdam;2239.0;925.0;1665;2013;3.51
63;2002;210945.0;25428.5;Aa en Hunze;92.0;37.0;1353;2002;5.33
64;2013;246855.0;25085.0;Albrandswaard;1151.0;461.0;2670;2013;3.51
65;2003;205222.0;25261.5;Aa en Hunze;91.0;37.0;1366;2003;3.85
66;2013;187931.0;94685.5;Alkmaar;3228.0;1505.0;8590;2013;3.51
67;2004;222208.0;25273.5;Aa en Hunze;91.0;37.0;1387;2004;4.15
68;2013;152775.0;72594.0;Almelo;1081.0;477.0;5191;2013;3.51
69;2005;231917.0;25418.0;Aa en Hunze;91.0;37.0;2141;2005;3.2
70;2013;180357.0;195613.0;Almere;1510.0;600.0;15019;2013;3.51
71;2006;244657.0;25535.0;Aa en Hunze;92.0;38.0;2161;2006;3.7
72;2013;214234.0;73018.5;Alphen aan den Rijn;1327.0;569.0;7018;2013;3.51
73;2007;265383.0;25580.5;Aa en Hunze;92.0;38.0;2478;2007;3.84
74;2013;279286.0;9678.5;Alphen-Chaam;104.0;43.0;1150;2013;3.51
75;2015;182173.0;26753.0;Diemen;2224.0;1095.0;2507;2015;2.28
76;2008;269367.0;25636.5;Aa en Hunze;92.0;38.0;2658;2008;5.34
77;2013;;;Altena;;;;2013;3.51
78;2009;227898.0;25619.0;Aa en Hunze;93.0;39.0;2765;2009;4.86
79;2014;213509.0;25280.0;Aa en Hunze;92.0;40.0;2405;2014;3.1
80;2014;229823.0;12884.0;Aalburg;;;;2014;3.1
81;2014;271638.0;30918.0;Aalsmeer;1508.0;627.0;3467;2014;3.1
82;2014;175272.0;26958.5;Aalten;280.0;121.0;2239;2014;3.1
83;2014;;;Abcoude;;;;2014;3.1
84;2014;155891.0;27999.5;Achtkarspelen;274.0;116.0;1890;2014;3.1
85;2015;241481.0;25223.0;Aa en Hunze;91.0;40.0;2332;2015;2.28
86;2014;204392.0;19823.0;Alblasserdam;2257.0;926.0;1583;2014;3.1
87;2016;227275.0;25264.5;Aa en Hunze;91.0;40.0;2339;2016;1.62
88;2021;502018.0;10406.5;Beemster;;;;2021;1.43
89;2014;264735.0;25108.5;Albrandswaard;1150.0;466.0;2556;2014;3.1
90;2014;271316.0;14644.0;Bunnik;395.0;165.0;1690;2014;3.1
91;2017;241866.0;25338.0;Aa en Hunze;92.0;40.0;2406;2017;2.23
92;2014;195094.0;95057.0;Alkmaar;3240.0;1533.0;8176;2014;3.1
93;2018;258980.0;25388.0;Aa en Hunze;92.0;40.0;2543;2018;1.68
94;2014;164312.0;72375.0;Almelo;1077.0;478.0;4899;2014;3.1
95;2019;284794.0;25415.5;Aa en Hunze;92.0;41.0;2649;2019;1.94
96;2014;188513.0;196472.5;Almere;1516.0;606.0;14555;2014;3.1
97;2020;303789.0;25422.0;Aa en Hunze;92.0;40.0;2857;2020;1.88
98;2014;224102.0;107090.5;Alphen aan den Rijn;844.0;359.0;9985;2014;3.1
99;2021;393780.0;25489.0;Aa en Hunze;92.0;41.0;;2021;1.43
100;2014;276898.0;9735.0;Alphen-Chaam;104.0;44.0;1110;2014;3.1
101;2014;;;Altena;;;;2014;3.1
102;2015;230525.0;12980.0;Aalburg;;;;2015;2.28
103;2017;198676.0;10477.0;Bedum;;;;2017;2.23
104;2015;277057.0;31188.0;Aalsmeer;1524.0;628.0;3492;2015;2.28
105;2018;252398.0;23167.0;Borne;889.0;375.0;2169;2018;1.68
106;2015;168032.0;26908.0;Aalten;279.0;122.0;2154;2015;2.28
107;2019;270534.0;23261.0;Borne;893.0;378.0;2363;2019;1.94
108;2015;;;Abcoude;;;;2015;2.28
109;2015;174264.0;27995.0;Achtkarspelen;274.0;117.0;1832;2015;2.28
110;1995;102023.0;11194.5;Aalburg;;;;1995;7.12
111;2015;267026.0;25066.5;Albrandswaard;1153.0;466.0;2479;2015;2.28
112;1996;115362.0;11275.0;Aalburg;;;;1996;6.25
113;2015;194809.0;107360.5;Alkmaar;969.0;453.0;9098;2015;2.28
114;1997;130831.0;11439.0;Aalburg;;;;1997;5.82
115;2015;157127.0;72358.0;Almelo;1074.0;480.0;4763;2015;2.28
116;1998;141027.0;11610.0;Aalburg;;;;1998;5.56
117;2020;255888.0;15870.0;Beek (L.);754.0;356.0;1664;2020;1.88
118;2015;194953.0;197538.5;Almere;1523.0;611.0;14381;2015;2.28
119;2019;233443.0;13500.5;Beesel;483.0;213.0;1209;2019;1.94
120;1999;171212.0;11732.5;Aalburg;;;;1999;5.14
121;2017;232211.0;22959.5;Borne;877.0;367.0;1987;2017;2.23
122;2015;210948.0;107678.0;Alphen aan den Rijn;849.0;362.0;9887;2015;2.28
123;2000;212336.0;11851.0;Aalburg;;;;2000;5.88
124;2015;299679.0;9838.5;Alphen-Chaam;105.0;45.0;1119;2015;2.28
125;2001;239708.0;11967.0;Aalburg;;;;2001;5.88
126;2015;;;Altena;;;;2015;2.28
127;2017;165624.0;10526.5;het Bildt;;;;2017;2.23
128;2002;231182.0;12046.5;Aalburg;;;;2002;5.33
129;2016;230277.0;22569.0;Borne;859.0;358.0;1901;2016;1.62
130;2003;258579.0;12145.5;Aalburg;;;;2003;3.85
131;2014;186508.0;24716.0;Cuijk;;;;2014;3.1
132;2016;248188.0;13052.5;Aalburg;;;;2016;1.62
133;2004;243096.0;12184.0;Aalburg;;;;2004;4.15
134;2016;332572.0;31336.0;Aalsmeer;1555.0;640.0;3586;2016;1.62
135;2005;281099.0;12193.0;Aalburg;;;;2005;3.2
136;2016;192007.0;26979.5;Aalten;279.0;122.0;2147;2016;1.62
137;2006;278193.0;12257.5;Aalburg;;;;2006;3.7
138;2016;;;Abcoude;;;;2016;1.62
139;2020;303641.0;26295.0;Dongen;897.0;386.0;2949;2020;1.88
140;2007;296221.0;12339.5;Aalburg;;;;2007;3.84
141;2019;316459.0;19658.0;Drechterland;333.0;141.0;2099;2019;1.94
142;2016;179055.0;27950.0;Achtkarspelen;274.0;117.0;1832;2016;1.62
143;2008;286518.0;12471.0;Aalburg;;;;2008;5.34
144;2016;213289.0;19981.5;Alblasserdam;2270.0;935.0;1596;2016;1.62
145;2009;242576.0;12585.0;Aalburg;;;;2009;4.86
146;2013;176182.0;16319.0;Beek (L.);778.0;351.0;1373;2013;3.51
147;2016;290565.0;25045.0;Albrandswaard;1150.0;470.0;2513;2016;1.62
148;2016;214497.0;107994.0;Alkmaar;974.0;456.0;9218;2016;1.62
149;2016;169101.0;72452.0;Almelo;1076.0;482.0;4864;2016;1.62
150;2016;206317.0;199529.5;Almere;1533.0;617.0;14725;2016;1.62
151;2016;183710.0;10456.0;Bedum;;;;2016;1.62
152;2016;223430.0;108437.5;Alphen aan den Rijn;854.0;363.0;9960;2016;1.62
153;2016;207205.0;16009.5;Beek (L.);764.0;353.0;1362;2016;1.62
154;2016;291149.0;9991.0;Alphen-Chaam;107.0;45.0;1117;2016;1.62
155;2013;184496.0;22631.0;Borsele;160.0;68.0;2070;2013;3.51
156;2016;;;Altena;;;;2016;1.62
157;2012;216781.0;25076.5;Diemen;2080.0;988.0;2662;2012;3.65
158;2017;279988.0;13110.0;Aalburg;;;;2017;2.23
159;2018;284120.0;13237.0;Aalburg;;;;2018;1.68
160;2017;375983.0;31436.0;Aalsmeer;1559.0;642.0;3698;2017;2.23
161;2019;;;Aalburg;;;;2019;1.94
162;2017;206497.0;27004.5;Aalten;280.0;123.0;2197;2017;2.23
163;2020;;;Aalburg;;;;2020;1.88
164;2017;;;Abcoude;;;;2017;2.23
165;2021;;;Aalburg;;;;2021;1.43
166;2017;184383.0;27914.0;Achtkarspelen;273.0;118.0;1891;2017;2.23
167;2017;233036.0;20011.0;Alblasserdam;2276.0;939.0;1635;2017;2.23
168;2017;326356.0;25161.5;Albrandswaard;1155.0;473.0;2582;2017;2.23
169;2017;238071.0;108421.5;Alkmaar;981.0;457.0;9585;2017;2.23
170;2017;177040.0;72554.0;Almelo;1077.0;488.0;4942;2017;2.23
171;2017;240518.0;202452.0;Almere;1555.0;624.0;15559;2017;2.23
172;2017;246886.0;109298.5;Alphen aan den Rijn;861.0;369.0;10299;2017;2.23
173;2017;315979.0;10070.5;Alphen-Chaam;108.0;46.0;1160;2017;2.23
174;2017;;;Altena;;;;2017;2.23
175;1995;115081.0;22088.0;Aalsmeer;965.0;358.0;.;1995;7.12
176;1996;126116.0;22235.0;Aalsmeer;973.0;371.0;.;1996;6.25
177;1997;136515.0;22442.0;Aalsmeer;974.0;373.0;874;1997;5.82
178;2018;406960.0;31613.5;Aalsmeer;1566.0;641.0;4019;2018;1.68
179;1998;150441.0;22556.5;Aalsmeer;988.0;381.0;896;1998;5.56
180;2018;210100.0;26986.5;Aalten;279.0;123.0;2273;2018;1.68
181;1999;201630.0;22487.0;Aalsmeer;984.0;383.0;906;1999;5.14
182;2018;;;Abcoude;;;;2018;1.68
183;2000;213742.0;22561.5;Aalsmeer;984.0;384.0;921;2000;5.88
184;2018;211426.0;27893.5;Achtkarspelen;273.0;118.0;1990;2018;1.68
185;2001;251666.0;22683.5;Aalsmeer;993.0;388.0;1645;2001;5.88
186;2018;263854.0;20041.5;Alblasserdam;2280.0;943.0;1700;2018;1.68
187;2002;257608.0;22812.5;Aalsmeer;1057.0;416.0;1692;2002;5.33
188;2018;351955.0;25244.5;Albrandswaard;1163.0;476.0;2717;2018;1.68
189;2003;282494.0;22877.0;Aalsmeer;1106.0;437.0;1713;2003;3.85
190;2018;262519.0;108514.0;Alkmaar;982.0;460.0;10261;2018;1.68
191;2004;261497.0;23105.5;Aalsmeer;1109.0;437.0;1740;2004;4.15
192;2018;191387.0;72739.0;Almelo;1080.0;490.0;5207;2018;1.68
193;2005;286247.0;23720.5;Aalsmeer;1128.0;441.0;2686;2005;3.2
194;2018;272616.0;205947.0;Almere;1579.0;637.0;16057;2018;1.68
195;2006;306764.0;24582.0;Aalsmeer;1173.0;448.0;2761;2006;3.7
196;2013;186492.0;10523.5;Bedum;;;;2013;3.51
197;2018;269286.0;110334.0;Alphen aan den Rijn;869.0;373.0;10817;2018;1.68
198;2007;330582.0;25702.5;Aalsmeer;1216.0;478.0;3040;2007;3.84
199;2018;345480.0;10116.0;Alphen-Chaam;108.0;46.0;1201;2018;1.68
200;2008;304057.0;27196.0;Aalsmeer;1282.0;507.0;3454;2008;5.34
201;2018;;;Altena;;;;2018;1.68
202;2009;302299.0;28596.5;Aalsmeer;1367.0;550.0;3690;2009;4.86
203;2019;409304.0;31793.5;Aalsmeer;1577.0;651.0;4475;2019;1.94
204;2019;226080.0;27066.0;Aalten;280.0;124.0;2415;2019;1.94
205;2019;;;Abcoude;;;;2019;1.94
206;2014;185729.0;16242.5;Beek (L.);774.0;353.0;1348;2014;3.1
207;2019;216483.0;27847.5;Achtkarspelen;272.0;119.0;2106;2019;1.94
208;2019;268447.0;20117.0;Alblasserdam;2286.0;948.0;1819;2019;1.94
209;2019;361942.0;25430.5;Albrandswaard;1165.0;477.0;2981;2019;1.94
210;2019;286883.0;108997.0;Alkmaar;983.0;463.0;11515;2019;1.94
211;2019;209973.0;72978.0;Almelo;1083.0;498.0;5528;2019;1.94
212;2019;294284.0;209898.5;Almere;1609.0;651.0;18898;2019;1.94
213;2020;438060.0;31925.0;Aalsmeer;1584.0;657.0;4811;2020;1.88
214;2019;286500.0;111441.5;Alphen aan den Rijn;879.0;378.0;11850;2019;1.94
215;2021;538786.0;32221.5;Aalsmeer;1590.0;660.0;;2021;1.43
216;2015;187159.0;16141.0;Beek (L.);771.0;353.0;1307;2015;2.28
217;2019;347848.0;10176.0;Alphen-Chaam;109.0;47.0;1266;2019;1.94
218;2019;291448.0;55676.5;Altena;276.0;111.0;5512;2019;1.94
219;2018;259821.0;3663.5;Ameland;62.0;29.0;859;2018;1.68
220;2020;261776.0;27120.5;Aalten;281.0;124.0;2590;2020;1.88
221;2015;146925.0;12006.0;Appingedam;;;;2015;2.28
222;2020;;;Abcoude;;;;2020;1.88
223;2020;463775.0;10066.0;Beemster;;;;2020;1.88
224;2020;241065.0;27871.5;Achtkarspelen;272.0;119.0;2243;2020;1.88
225;2018;213909.0;13481.5;Beesel;480.0;212.0;1166;2018;1.68
226;2020;292610.0;20150.5;Alblasserdam;2297.0;951.0;1970;2020;1.88
227;2016;213867.0;13092.5;Bergen (L.);127.0;54.0;1128;2016;1.62
228;1995;90191.0;18507.5;Aalten;222.0;80.0;.;1995;7.12
229;2020;294059.0;67220.5;Capelle aan den IJssel;4747.0;2211.0;7127;2020;1.88
230;2020;375789.0;25702.0;Albrandswaard;1180.0;485.0;3265;2020;1.88
231;1996;105185.0;18592.0;Aalten;223.0;81.0;.;1996;6.25
232;2020;313937.0;109666.0;Alkmaar;991.0;465.0;12823;2020;1.88
233;1997;96758.0;18710.0;Aalten;225.0;83.0;432;1997;5.82
234;2020;222697.0;73119.5;Almelo;1087.0;499.0;6071;2020;1.88
235;1998;119551.0;18747.5;Aalten;227.0;84.0;440;1998;5.56
236;2020;330079.0;213304.0;Almere;1640.0;666.0;21743;2020;1.88
237;1999;114640.0;18706.0;Aalten;226.0;84.0;448;1999;5.14
238;2020;320239.0;112242.0;Alphen aan den Rijn;886.0;382.0;12894;2020;1.88
239;2000;153334.0;18736.0;Aalten;226.0;85.0;455;2000;5.88
240;2020;390439.0;10288.0;Alphen-Chaam;110.0;47.0;1359;2020;1.88
241;2001;147145.0;18792.0;Aalten;227.0;85.0;931;2001;5.88
242;2002;169135.0;18833.0;Aalten;227.0;85.0;939;2002;5.33
243;2003;167115.0;18926.5;Aalten;227.0;86.0;949;2003;3.85
244;2004;172198.0;18966.5;Aalten;229.0;87.0;964;2004;4.15
245;2021;306386.0;27110.0;Aalten;281.0;125.0;;2021;1.43
246;2005;187662.0;27461.0;Aalten;284.0;111.0;2102;2005;3.2
247;2021;;;Abcoude;;;;2021;1.43
248;2006;193997.0;27523.0;Aalten;285.0;111.0;2149;2006;3.7
249;2021;295024.0;27927.0;Achtkarspelen;273.0;119.0;;2021;1.43
250;2007;200628.0;27569.0;Aalten;285.0;113.0;2354;2007;3.84
251;2021;332755.0;20111.5;Alblasserdam;2294.0;958.0;;2021;1.43
252;2013;215026.0;3551.5;Ameland;60.0;27.0;771;2013;3.51
253;2008;193222.0;27507.5;Aalten;285.0;115.0;2485;2008;5.34
254;2016;348588.0;24525.0;Baarn;754.0;356.0;3098;2016;1.62
255;2021;452849.0;25874.0;Albrandswaard;1190.0;488.0;;2021;1.43
256;2019;431161.0;24817.5;Baarn;761.0;358.0;3679;2019;1.94
257;2009;193284.0;27473.5;Aalten;284.0;115.0;2551;2009;4.86
258;2012;213846.0;13715.0;Beesel;488.0;211.0;1195;2012;3.65
259;2021;365446.0;110339.5;Alkmaar;995.0;468.0;;2021;1.43
260;2015;206915.0;22167.5;Borne;846.0;355.0;1825;2015;2.28
261;2021;273244.0;73143.5;Almelo;1087.0;503.0;;2021;1.43
262;2012;396800.0;32608.0;Bussum;;;;2012;3.65
263;2021;390714.0;216271.5;Almere;1662.0;675.0;;2021;1.43
264;2014;364937.0;32750.5;Bussum;;;;2014;3.1
265;2021;360031.0;112756.5;Alphen aan den Rijn;892.0;387.0;;2021;1.43
266;2018;247063.0;66836.0;Capelle aan den IJssel;4728.0;2175.0;5817;2018;1.68
267;2021;466144.0;10399.0;Alphen-Chaam;111.0;48.0;;2021;1.43
268;2020;319641.0;29038.0;Culemborg;989.0;428.0;2983;2020;1.88
269;2020;319849.0;56159.5;Altena;279.0;112.0;6033;2020;1.88
270;2016;206037.0;18978.5;Dantumadiel;224.0;95.0;1248;2016;1.62
271;2021;357769.0;56680.5;Altena;281.0;113.0;;2021;1.43
272;2016;218829.0;18485.0;Druten;488.0;203.0;1631;2016;1.62
273;2010;207460.0;3502.0;Ameland;60.0;27.0;755;2010;4.52
274;2011;204085.0;3514.5;Ameland;60.0;27.0;782;2011;4.22
275;2012;181521.0;3525.5;Ameland;60.0;26.0;803;2012;3.65
276;2014;198338.0;3584.0;Ameland;61.0;28.0;750;2014;3.1
277;2015;178284.0;3600.5;Ameland;61.0;28.0;741;2015;2.28
278;2017;251805.0;3643.5;Ameland;62.0;29.0;783;2017;2.23
279;2019;321196.0;3694.5;Ameland;62.0;29.0;923;2019;1.94
280;2021;345157.0;3751.5;Ameland;63.0;30.0;;2021;1.43
281;2010;269044.0;145727.0;Amersfoort;2308.0;965.0;16064;2010;4.52
282;2011;261404.0;147421.0;Amersfoort;2332.0;975.0;15750;2011;4.22
283;1995;128579.0;9289.5;Ter Aar;;;;1995;7.12
284;2012;245953.0;148956.0;Amersfoort;2358.0;1009.0;15635;2012;3.65
285;1996;128587.0;9243.5;Ter Aar;;;;1996;6.25
286;2013;233493.0;150279.5;Amersfoort;2383.0;1017.0;15067;2013;3.51
287;1997;155740.0;9184.0;Ter Aar;;;;1997;5.82
288;2014;243723.0;151689.0;Amersfoort;2402.0;1026.0;14255;2014;3.1
289;1998;159988.0;9146.5;Ter Aar;;;;1998;5.56
290;2015;240857.0;153041.5;Amersfoort;2427.0;1032.0;14091;2015;2.28
291;1999;219249.0;9102.0;Ter Aar;;;;1999;5.14
292;2016;262805.0;153969.5;Amersfoort;2447.0;1040.0;14547;2016;1.62
293;2000;251576.0;9077.0;Ter Aar;;;;2000;5.88
294;2017;296863.0;154781.5;Amersfoort;2459.0;1052.0;15433;2017;2.23
295;2001;266440.0;9081.5;Ter Aar;;;;2001;5.88
296;2018;340318.0;155756.0;Amersfoort;2479.0;1062.0;17101;2018;1.68
297;2016;214458.0;25415.5;Duiven;750.0;314.0;2115;2016;1.62
298;2002;258324.0;9081.5;Ter Aar;;;;2002;5.33
299;2019;358651.0;156781.0;Amersfoort;2496.0;1073.0;19090;2019;1.94
300;2003;239611.0;9045.0;Ter Aar;;;;2003;3.85
301;2020;379129.0;157369.0;Amersfoort;2512.0;1081.0;20996;2020;1.88
302;2004;262765.0;9004.5;Ter Aar;;;;2004;4.15
303;2021;416892.0;158026.0;Amersfoort;2514.0;1099.0;;2021;1.43
304;2005;254626.0;8993.5;Ter Aar;;;;2005;3.2
305;2010;312791.0;81245.5;Amstelveen;1946.0;897.0;11704;2010;4.52
306;2006;264752.0;8976.0;Ter Aar;;;;2006;3.7
307;2019;437693.0;9885.0;Beemster;;;;2019;1.94
308;2011;318466.0;82579.5;Amstelveen;1973.0;903.0;11721;2011;4.22
309;2017;242589.0;27696.5;Diemen;2274.0;1065.0;2859;2017;2.23
310;2007;;;Ter Aar;;;;2007;3.84
311;2012;306621.0;83871.0;Amstelveen;2011.0;996.0;11748;2012;3.65
312;2008;;;Ter Aar;;;;2008;5.34
313;2013;280407.0;84697.0;Amstelveen;2037.0;1005.0;11417;2013;3.51
314;2009;;;Ter Aar;;;;2009;4.86
315;2014;305619.0;86088.5;Amstelveen;2052.0;1023.0;10867;2014;3.1
316;2010;;;Ter Aar;;;;2010;4.52
317;2015;331763.0;87882.0;Amstelveen;2104.0;1032.0;10942;2015;2.28
318;2011;;;Ter Aar;;;;2011;4.22
319;2016;363088.0;88948.0;Amstelveen;2150.0;1045.0;11529;2016;1.62
320;2012;;;Ter Aar;;;;2012;3.65
321;2017;420478.0;89582.0;Amstelveen;2167.0;1011.0;12695;2017;2.23
322;2018;214213.0;10484.0;Bedum;;;;2018;1.68
323;2013;;;Ter Aar;;;;2013;3.51
324;2015;217551.0;25490.5;Duiven;753.0;313.0;2132;2015;2.28
325;2018;474669.0;90354.0;Amstelveen;2185.0;1016.0;14294;2018;1.68
326;2014;;;Ter Aar;;;;2014;3.1
327;2019;525247.0;91256.5;Amstelveen;2208.0;1022.0;16218;2019;1.94
328;2015;;;Ter Aar;;;;2015;2.28
329;2020;534717.0;91252.0;Amstelveen;2229.0;1029.0;17728;2020;1.88
330;2016;;;Ter Aar;;;;2016;1.62
331;2021;625658.0;91580.0;Amstelveen;2208.0;1027.0;;2021;1.43
332;2013;195300.0;25581.5;Duiven;753.0;310.0;2344;2013;3.51
333;2017;;;Ter Aar;;;;2017;2.23
334;2010;281206.0;773632.5;Amsterdam;4625.0;2376.0;104671;2010;4.52
335;2018;;;Ter Aar;;;;2018;1.68
336;2011;284668.0;784959.0;Amsterdam;4704.0;2398.0;99828;2011;4.22
337;2019;;;Ter Aar;;;;2019;1.94
338;2012;270507.0;794694.0;Amsterdam;4767.0;2467.0;100686;2012;3.65
339;2020;;;Ter Aar;;;;2020;1.88
340;2017;354780.0;15185.0;Bunnik;410.0;172.0;1849;2017;2.23
341;2013;256308.0;805022.5;Amsterdam;4819.0;2479.0;97186;2013;3.51
342;2021;;;Ter Aar;;;;2021;1.43
343;2014;272438.0;816344.5;Amsterdam;4888.0;2494.0;94109;2014;3.1
344;2015;303925.0;827688.0;Amsterdam;4954.0;2514.0;96008;2015;2.28
345;2016;358976.0;839285.5;Amsterdam;5042.0;2567.0;106087;2016;1.62
346;2013;242549.0;6655.5;Baarle-Nassau;88.0;36.0;752;2013;3.51
347;2017;407670.0;849497.0;Amsterdam;5111.0;2589.0;123852;2017;2.23
348;2015;178920.0;10437.0;Bedum;;;;2015;2.28
349;2018;460751.0;858506.0;Amsterdam;5160.0;2615.0;144509;2018;1.68
350;2018;343525.0;28658.5;Diemen;2345.0;1095.0;3315;2018;1.68
351;2019;484995.0;867861.0;Amsterdam;5214.0;2668.0;159921;2019;1.94
352;2020;510919.0;873047.5;Amsterdam;5273.0;2703.0;183436;2020;1.88
353;2021;569890.0;877985.5;Amsterdam;5277.0;2719.0;;2021;1.43
354;2010;223475.0;6511.0;Andijk;;;;2010;4.52
355;2011;;;Andijk;;;;2011;4.22
356;2012;;;Andijk;;;;2012;3.65
357;2013;;;Andijk;;;;2013;3.51
358;2014;;;Andijk;;;;2014;3.1
359;2015;;;Andijk;;;;2015;2.28
360;2016;;;Andijk;;;;2016;1.62
361;2017;;;Andijk;;;;2017;2.23
362;2018;;;Andijk;;;;2018;1.68
363;2015;233048.0;11345.5;Doesburg;982.0;447.0;950;2015;2.28
364;2019;;;Andijk;;;;2019;1.94
365;2020;;;Andijk;;;;2020;1.88
366;2021;;;Andijk;;;;2021;1.43
367;2010;199918.0;14247.0;Anna Paulowna;;;;2010;4.52
368;2011;214838.0;14282.0;Anna Paulowna;;;;2011;4.22
369;2012;;;Anna Paulowna;;;;2012;3.65
370;2014;179756.0;16389.5;Brielle;591.0;276.0;1720;2014;3.1
371;2013;;;Anna Paulowna;;;;2013;3.51
372;2021;371768.0;17571.5;Brielle;633.0;294.0;;2021;1.43
373;2014;;;Anna Paulowna;;;;2014;3.1
374;2015;;;Anna Paulowna;;;;2015;2.28
375;2016;;;Anna Paulowna;;;;2016;1.62
376;2017;;;Anna Paulowna;;;;2017;2.23
377;2018;;;Anna Paulowna;;;;2018;1.68
378;2019;;;Anna Paulowna;;;;2019;1.94
379;2020;;;Anna Paulowna;;;;2020;1.88
380;2021;;;Anna Paulowna;;;;2021;1.43
381;2010;239224.0;155962.5;Apeldoorn;458.0;194.0;17409;2010;4.52
