;Perioden_Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;GemiddeldeBevolking_2;RegioS_Title;Bevolkingsdichtheid_57;Woningdichtheid_93;Woningen_97;Jaar;Hypotheekrente
3714;2003;210393.0;24047.5;Diemen;2006.0;837.0;1580;2003;3.85
3715;2004;190891.0;23990.5;Diemen;2006.0;837.0;1581;2004;4.15
3716;2005;216316.0;23883.0;Diemen;1996.0;837.0;2324;2005;3.2
3717;2006;217613.0;23861.0;Diemen;1984.0;835.0;2326;2006;3.7
3718;2007;255076.0;23967.0;Diemen;1988.0;843.0;2398;2007;3.84
3719;2008;244920.0;24203.5;Diemen;2001.0;843.0;2609;2008;5.34
3720;2009;237515.0;24523.0;Diemen;2034.0;846.0;2707;2009;4.86
3721;1995;88696.0;2725.5;Diepenheim;;;;1995;7.12
3722;1996;125302.0;2769.0;Diepenheim;;;;1996;6.25
3723;1997;110586.0;2756.0;Diepenheim;;;;1997;5.82
3724;1998;162728.0;2748.5;Diepenheim;;;;1998;5.56
3725;1999;197203.0;2763.0;Diepenheim;;;;1999;5.14
3726;2000;171241.0;2763.5;Diepenheim;;;;2000;5.88
3727;2001;;;Diepenheim;;;;2001;5.88
3728;2002;;;Diepenheim;;;;2002;5.33
3729;2003;;;Diepenheim;;;;2003;3.85
3730;2004;;;Diepenheim;;;;2004;4.15
3731;2005;;;Diepenheim;;;;2005;3.2
3732;2006;;;Diepenheim;;;;2006;3.7
3733;2007;;;Diepenheim;;;;2007;3.84
3734;2008;;;Diepenheim;;;;2008;5.34
3735;2009;;;Diepenheim;;;;2009;4.86
3736;2010;;;Diepenheim;;;;2010;4.52
3737;2011;;;Diepenheim;;;;2011;4.22
3738;2012;;;Diepenheim;;;;2012;3.65
3739;2013;;;Diepenheim;;;;2013;3.51
3740;2014;;;Diepenheim;;;;2014;3.1
3741;2015;;;Diepenheim;;;;2015;2.28
3742;2016;;;Diepenheim;;;;2016;1.62
3743;2017;;;Diepenheim;;;;2017;2.23
3744;2018;;;Diepenheim;;;;2018;1.68
3745;2019;;;Diepenheim;;;;2019;1.94
3746;2020;;;Diepenheim;;;;2020;1.88
3747;2021;;;Diepenheim;;;;2021;1.43
3748;1995;126479.0;10539.0;Diepenveen;;;;1995;7.12
3749;1996;136120.0;10490.0;Diepenveen;;;;1996;6.25
3750;1997;127192.0;10483.5;Diepenveen;;;;1997;5.82
3751;1998;136639.0;10579.5;Diepenveen;;;;1998;5.56
3752;1999;;;Diepenveen;;;;1999;5.14
3753;2000;;;Diepenveen;;;;2000;5.88
3754;2001;;;Diepenveen;;;;2001;5.88
3755;2002;;;Diepenveen;;;;2002;5.33
3756;2003;;;Diepenveen;;;;2003;3.85
3757;2004;;;Diepenveen;;;;2004;4.15
3758;2005;;;Diepenveen;;;;2005;3.2
3759;2006;;;Diepenveen;;;;2006;3.7
3760;2007;;;Diepenveen;;;;2007;3.84
3761;2008;;;Diepenveen;;;;2008;5.34
3762;2009;;;Diepenveen;;;;2009;4.86
3763;2010;;;Diepenveen;;;;2010;4.52
3764;2011;;;Diepenveen;;;;2011;4.22
3765;2012;;;Diepenveen;;;;2012;3.65
3766;2021;328945.0;42438.0;Dronten;126.0;53.0;;2021;1.43
3767;2013;;;Diepenveen;;;;2013;3.51
3768;2014;;;Diepenveen;;;;2014;3.1
3769;2015;;;Diepenveen;;;;2015;2.28
3770;2016;;;Diepenveen;;;;2016;1.62
3771;2017;;;Diepenveen;;;;2017;2.23
3772;2018;;;Diepenveen;;;;2018;1.68
3773;2019;;;Diepenveen;;;;2019;1.94
3774;2020;;;Diepenveen;;;;2020;1.88
3775;2019;267400.0;25229.0;Duiven;747.0;316.0;2369;2019;1.94
3776;2021;;;Diepenveen;;;;2021;1.43
3777;1995;121639.0;4167.0;Diessen;;;;1995;7.12
3778;1996;150406.0;4196.5;Diessen;;;;1996;6.25
3779;1997;;;Diessen;;;;1997;5.82
3780;1998;;;Diessen;;;;1998;5.56
3781;1999;;;Diessen;;;;1999;5.14
3782;2000;;;Diessen;;;;2000;5.88
3783;2001;;;Diessen;;;;2001;5.88
3784;2002;;;Diessen;;;;2002;5.33
3785;2003;;;Diessen;;;;2003;3.85
3786;2004;;;Diessen;;;;2004;4.15
3787;2005;;;Diessen;;;;2005;3.2
3788;2006;;;Diessen;;;;2006;3.7
3789;2007;;;Diessen;;;;2007;3.84
3790;2008;;;Diessen;;;;2008;5.34
3791;2009;;;Diessen;;;;2009;4.86
3792;2010;;;Diessen;;;;2010;4.52
3793;2011;;;Diessen;;;;2011;4.22
3794;2018;242343.0;57468.5;Doetinchem;726.0;324.0;5049;2018;1.68
3795;2012;;;Diessen;;;;2012;3.65
3796;2013;;;Diessen;;;;2013;3.51
3797;2014;;;Diessen;;;;2014;3.1
3798;2015;;;Diessen;;;;2015;2.28
3799;2016;;;Diessen;;;;2016;1.62
3800;2017;;;Diessen;;;;2017;2.23
3801;2018;;;Diessen;;;;2018;1.68
3802;2019;;;Diessen;;;;2019;1.94
3803;2020;;;Diessen;;;;2020;1.88
3804;2021;;;Diessen;;;;2021;1.43
3805;1995;93724.0;3696.5;Diever;;;;1995;7.12
3806;1996;108028.0;3764.5;Diever;;;;1996;6.25
3807;1997;115902.0;3827.5;Diever;;;;1997;5.82
3808;1998;;;Diever;;;;1998;5.56
3809;1999;;;Diever;;;;1999;5.14
3810;2000;;;Diever;;;;2000;5.88
3811;2001;;;Diever;;;;2001;5.88
3812;2002;;;Diever;;;;2002;5.33
3813;2003;;;Diever;;;;2003;3.85
3814;2004;;;Diever;;;;2004;4.15
3815;2005;;;Diever;;;;2005;3.2
3816;2006;;;Diever;;;;2006;3.7
3817;2007;;;Diever;;;;2007;3.84
3818;2008;;;Diever;;;;2008;5.34
3819;2009;;;Diever;;;;2009;4.86
3820;2010;;;Diever;;;;2010;4.52
3821;2011;;;Diever;;;;2011;4.22
3822;2012;;;Diever;;;;2012;3.65
3823;2013;;;Diever;;;;2013;3.51
3824;2014;;;Diever;;;;2014;3.1
3825;2015;;;Diever;;;;2015;2.28
3826;2016;;;Diever;;;;2016;1.62
3827;2018;284523.0;25914.0;Dongen;881.0;379.0;2557;2018;1.68
3828;2017;;;Diever;;;;2017;2.23
3829;2018;;;Diever;;;;2018;1.68
3830;2019;;;Diever;;;;2019;1.94
3831;2020;;;Diever;;;;2020;1.88
3832;2021;;;Diever;;;;2021;1.43
3833;1995;;;Dinkelland;;;;1995;7.12
3834;1996;;;Dinkelland;;;;1996;6.25
3835;1997;;;Dinkelland;;;;1997;5.82
3836;1998;;;Dinkelland;;;;1998;5.56
3837;2016;230431.0;11338.5;Doesburg;982.0;454.0;956;2016;1.62
3838;1999;;;Dinkelland;;;;1999;5.14
3839;2000;;;Dinkelland;;;;2000;5.88
3840;2001;;;Dinkelland;;;;2001;5.88
3841;2002;227114.0;;Dinkelland;;;;2002;5.33
3842;2003;241098.0;26045.5;Dinkelland;148.0;52.0;1396;2003;3.85
3843;2004;236101.0;26098.5;Dinkelland;148.0;53.0;1421;2004;4.15
3844;2005;239611.0;26097.5;Dinkelland;148.0;53.0;2200;2005;3.2
3845;2006;251468.0;26076.5;Dinkelland;148.0;54.0;2227;2006;3.7
3846;2007;249947.0;26088.5;Dinkelland;148.0;54.0;2424;2007;3.84
3847;2008;291662.0;26091.0;Dinkelland;149.0;55.0;2601;2008;5.34
3848;2009;249448.0;26062.0;Dinkelland;148.0;55.0;2707;2009;4.86
3849;1995;91799.0;5717.0;Dinteloord en Prinsenland;;;;1995;7.12
3850;1996;116820.0;5761.0;Dinteloord en Prinsenland;;;;1996;6.25
3851;1997;;;Dinteloord en Prinsenland;;;;1997;5.82
3852;1998;;;Dinteloord en Prinsenland;;;;1998;5.56
3853;1999;;;Dinteloord en Prinsenland;;;;1999;5.14
3854;2000;;;Dinteloord en Prinsenland;;;;2000;5.88
3855;2001;;;Dinteloord en Prinsenland;;;;2001;5.88
3856;2002;;;Dinteloord en Prinsenland;;;;2002;5.33
3857;2003;;;Dinteloord en Prinsenland;;;;2003;3.85
3858;2004;;;Dinteloord en Prinsenland;;;;2004;4.15
3859;2017;246640.0;11334.5;Doesburg;982.0;455.0;974;2017;2.23
3860;2005;;;Dinteloord en Prinsenland;;;;2005;3.2
3861;2006;;;Dinteloord en Prinsenland;;;;2006;3.7
3862;2007;;;Dinteloord en Prinsenland;;;;2007;3.84
3863;2008;;;Dinteloord en Prinsenland;;;;2008;5.34
3864;2009;;;Dinteloord en Prinsenland;;;;2009;4.86
3865;2010;;;Dinteloord en Prinsenland;;;;2010;4.52
3866;2011;;;Dinteloord en Prinsenland;;;;2011;4.22
3867;2012;;;Dinteloord en Prinsenland;;;;2012;3.65
3868;2013;;;Dinteloord en Prinsenland;;;;2013;3.51
3869;2014;;;Dinteloord en Prinsenland;;;;2014;3.1
3870;2015;;;Dinteloord en Prinsenland;;;;2015;2.28
3871;2016;;;Dinteloord en Prinsenland;;;;2016;1.62
3872;2017;;;Dinteloord en Prinsenland;;;;2017;2.23
3873;2018;;;Dinteloord en Prinsenland;;;;2018;1.68
3874;2019;;;Dinteloord en Prinsenland;;;;2019;1.94
3875;2020;;;Dinteloord en Prinsenland;;;;2020;1.88
3876;2021;;;Dinteloord en Prinsenland;;;;2021;1.43
3877;1995;92546.0;8599.0;Dinxperlo;;;;1995;7.12
3878;1996;100598.0;8665.0;Dinxperlo;;;;1996;6.25
3879;1997;116377.0;8657.0;Dinxperlo;;;;1997;5.82
3880;1998;127319.0;8636.0;Dinxperlo;;;;1998;5.56
3881;1999;151307.0;8618.0;Dinxperlo;;;;1999;5.14
3882;2000;173874.0;8598.0;Dinxperlo;;;;2000;5.88
3883;2018;248587.0;11238.0;Doesburg;983.0;458.0;1003;2018;1.68
3884;2001;169721.0;8568.5;Dinxperlo;;;;2001;5.88
3885;2002;189598.0;8577.0;Dinxperlo;;;;2002;5.33
3886;2003;215696.0;8575.5;Dinxperlo;;;;2003;3.85
3887;2004;215432.0;8540.0;Dinxperlo;;;;2004;4.15
3888;2005;;;Dinxperlo;;;;2005;3.2
3889;2006;;;Dinxperlo;;;;2006;3.7
3890;2007;;;Dinxperlo;;;;2007;3.84
3891;2008;;;Dinxperlo;;;;2008;5.34
3892;2009;;;Dinxperlo;;;;2009;4.86
3893;2010;;;Dinxperlo;;;;2010;4.52
3894;2011;;;Dinxperlo;;;;2011;4.22
3895;2012;;;Dinxperlo;;;;2012;3.65
3896;2013;;;Dinxperlo;;;;2013;3.51
3897;2014;;;Dinxperlo;;;;2014;3.1
3898;2015;;;Dinxperlo;;;;2015;2.28
3899;2016;;;Dinxperlo;;;;2016;1.62
3900;2017;;;Dinxperlo;;;;2017;2.23
3901;2018;;;Dinxperlo;;;;2018;1.68
3902;2019;;;Dinxperlo;;;;2019;1.94
3903;2020;;;Dinxperlo;;;;2020;1.88
3904;2021;;;Dinxperlo;;;;2021;1.43
3905;1995;74620.0;7806.0;Dirksland;;;;1995;7.12
3906;1996;88778.0;7875.5;Dirksland;;;;1996;6.25
3907;1997;90678.0;7914.0;Dirksland;;;;1997;5.82
3908;1998;95677.0;8055.0;Dirksland;;;;1998;5.56
3909;1999;114487.0;8156.5;Dirksland;;;;1999;5.14
3910;2000;123657.0;8185.0;Dirksland;;;;2000;5.88
3911;2001;154867.0;8231.0;Dirksland;;;;2001;5.88
3912;2002;176623.0;8259.5;Dirksland;;;;2002;5.33
3913;2003;181678.0;8262.5;Dirksland;;;;2003;3.85
3914;2004;186759.0;8283.5;Dirksland;;;;2004;4.15
3915;2005;224250.0;8307.0;Dirksland;;;;2005;3.2
3916;2006;224076.0;8318.5;Dirksland;;;;2006;3.7
3917;2007;214803.0;8322.5;Dirksland;;;;2007;3.84
3918;2008;218358.0;8335.5;Dirksland;;;;2008;5.34
3919;2009;249527.0;8393.0;Dirksland;;;;2009;4.86
3920;2010;189120.0;8423.5;Dirksland;;;;2010;4.52
3921;2011;179615.0;8442.0;Dirksland;;;;2011;4.22
3922;2013;;;Dirksland;;;;2013;3.51
3923;2014;;;Dirksland;;;;2014;3.1
3924;2015;;;Dirksland;;;;2015;2.28
3925;2016;;;Dirksland;;;;2016;1.62
3926;2017;;;Dirksland;;;;2017;2.23
3927;2018;;;Dirksland;;;;2018;1.68
3928;2019;;;Dirksland;;;;2019;1.94
3929;2020;;;Dirksland;;;;2020;1.88
3930;2021;;;Dirksland;;;;2021;1.43
3931;1995;114554.0;4143.0;Dodewaard;;;;1995;7.12
3932;1996;116899.0;4157.0;Dodewaard;;;;1996;6.25
3933;1997;137459.0;4228.5;Dodewaard;;;;1997;5.82
3934;1998;166504.0;4354.0;Dodewaard;;;;1998;5.56
3935;1999;181153.0;4423.5;Dodewaard;;;;1999;5.14
3936;2000;194833.0;4486.5;Dodewaard;;;;2000;5.88
3937;2001;250803.0;4519.5;Dodewaard;;;;2001;5.88
3938;2002;;;Dodewaard;;;;2002;5.33
3939;2003;;;Dodewaard;;;;2003;3.85
3940;2004;;;Dodewaard;;;;2004;4.15
3941;2005;;;Dodewaard;;;;2005;3.2
3942;2006;;;Dodewaard;;;;2006;3.7
3943;2007;;;Dodewaard;;;;2007;3.84
3944;2008;;;Dodewaard;;;;2008;5.34
3945;2009;;;Dodewaard;;;;2009;4.86
3946;2010;;;Dodewaard;;;;2010;4.52
3947;2011;;;Dodewaard;;;;2011;4.22
3948;2012;;;Dodewaard;;;;2012;3.65
3949;2013;;;Dodewaard;;;;2013;3.51
3950;2014;;;Dodewaard;;;;2014;3.1
3951;2015;;;Dodewaard;;;;2015;2.28
3952;2016;;;Dodewaard;;;;2016;1.62
3953;2017;;;Dodewaard;;;;2017;2.23
3954;2018;;;Dodewaard;;;;2018;1.68
3955;2019;;;Dongeradeel;;;;2019;1.94
3956;2019;;;Dodewaard;;;;2019;1.94
3957;2020;;;Dongeradeel;;;;2020;1.88
3958;2020;;;Dodewaard;;;;2020;1.88
3959;2021;;;Dongeradeel;;;;2021;1.43
3960;2021;;;Dodewaard;;;;2021;1.43
3961;1995;95587.0;10814.0;Doesburg;934.0;367.0;.;1995;7.12
3962;1996;90232.0;10882.5;Doesburg;942.0;370.0;.;1996;6.25
3963;1997;126319.0;11000.0;Doesburg;939.0;372.0;270;1997;5.82
3964;1998;138894.0;11231.0;Doesburg;955.0;386.0;278;1998;5.56
3965;1999;146261.0;11402.0;Doesburg;978.0;391.0;296;1999;5.14
3966;2000;166228.0;11476.0;Doesburg;982.0;395.0;300;2000;5.88
3967;2001;198090.0;11497.0;Doesburg;989.0;398.0;598;2001;5.88
3968;2002;215891.0;11444.0;Doesburg;985.0;398.0;599;2002;5.33
3969;2003;216248.0;11429.0;Doesburg;981.0;398.0;600;2003;3.85
3970;2004;207742.0;11413.5;Doesburg;984.0;399.0;601;2004;4.15
3971;2005;239278.0;11460.0;Doesburg;978.0;402.0;921;2005;3.2
3972;2006;227883.0;11566.0;Doesburg;1002.0;420.0;947;2006;3.7
3973;2007;233155.0;11580.0;Doesburg;1007.0;419.0;1013;2007;3.84
3974;2008;244104.0;11535.0;Doesburg;1004.0;424.0;1073;2008;5.34
3975;2009;232849.0;11551.5;Doesburg;992.0;424.0;1103;2009;4.86
3976;2010;230851.0;11618.0;Doesburg;1001.0;437.0;1149;2010;4.52
3977;2011;254440.0;11617.0;Doesburg;1005.0;439.0;1114;2011;4.22
3978;1995;107795.0;44009.0;Doetinchem;839.0;333.0;.;1995;7.12
3979;1996;98848.0;44300.5;Doetinchem;841.0;338.0;.;1996;6.25
3980;1997;115878.0;44930.5;Doetinchem;851.0;345.0;1520;1997;5.82
3981;1998;126803.0;45778.0;Doetinchem;866.0;355.0;1575;1998;5.56
3982;1999;138755.0;46606.5;Doetinchem;884.0;364.0;1635;1999;5.14
3983;2000;153495.0;47354.5;Doetinchem;897.0;370.0;1687;2000;5.88
3984;2001;180991.0;48221.5;Doetinchem;912.0;377.0;2561;2001;5.88
3985;2002;195394.0;48900.0;Doetinchem;930.0;381.0;2621;2002;5.33
3986;2003;201915.0;49301.0;Doetinchem;940.0;389.0;2667;2003;3.85
3987;2004;205284.0;49627.5;Doetinchem;947.0;392.0;2705;2004;4.15
3988;2005;210762.0;56754.5;Doetinchem;717.0;291.0;4659;2005;3.2
3989;2006;224141.0;56496.5;Doetinchem;718.0;293.0;4724;2006;3.7
3990;2007;237968.0;56245.5;Doetinchem;711.0;294.0;5221;2007;3.84
3991;2008;239108.0;56194.5;Doetinchem;711.0;302.0;5531;2008;5.34
3992;2009;229711.0;56122.0;Doetinchem;710.0;303.0;5724;2009;4.86
3993;2010;228798.0;56072.5;Doetinchem;710.0;305.0;5748;2010;4.52
3994;2011;225993.0;56144.5;Doetinchem;709.0;305.0;5657;2011;4.22
3995;1995;117175.0;3924.0;Domburg;;;;1995;7.12
3996;1996;120840.0;3922.0;Domburg;;;;1996;6.25
3997;1997;;;Domburg;;;;1997;5.82
3998;1998;;;Domburg;;;;1998;5.56
3999;1999;;;Domburg;;;;1999;5.14
4000;2000;;;Domburg;;;;2000;5.88
4001;2001;;;Domburg;;;;2001;5.88
4002;2002;;;Domburg;;;;2002;5.33
4003;2003;;;Domburg;;;;2003;3.85
4004;2004;;;Domburg;;;;2004;4.15
4005;2005;;;Domburg;;;;2005;3.2
4006;2006;;;Domburg;;;;2006;3.7
4007;2007;;;Domburg;;;;2007;3.84
4008;2008;;;Domburg;;;;2008;5.34
4009;2009;;;Domburg;;;;2009;4.86
4010;2010;;;Domburg;;;;2010;4.52
4011;2011;;;Domburg;;;;2011;4.22
4012;2012;;;Domburg;;;;2012;3.65
4013;2013;;;Domburg;;;;2013;3.51
4014;2014;;;Domburg;;;;2014;3.1
4015;2015;;;Domburg;;;;2015;2.28
4016;2016;;;Domburg;;;;2016;1.62
4017;2017;;;Domburg;;;;2017;2.23
4018;2018;;;Domburg;;;;2018;1.68
4019;2019;;;Domburg;;;;2019;1.94
4020;2020;;;Domburg;;;;2020;1.88
4021;2021;;;Domburg;;;;2021;1.43
4022;1995;104406.0;21594.0;Dongen;878.0;321.0;.;1995;7.12
4023;1996;107383.0;21765.5;Dongen;883.0;326.0;.;1996;6.25
4024;1997;121248.0;24206.5;Dongen;822.0;308.0;900;1997;5.82
4025;1998;136209.0;24454.0;Dongen;828.0;314.0;916;1998;5.56
4026;1999;153503.0;24712.5;Dongen;839.0;321.0;943;1999;5.14
4027;2000;167237.0;24834.0;Dongen;846.0;324.0;948;2000;5.88
4028;2001;218460.0;24999.5;Dongen;847.0;326.0;1312;2001;5.88
4029;2002;219766.0;25145.5;Dongen;857.0;327.0;1311;2002;5.33
4030;2003;238825.0;25227.0;Dongen;857.0;327.0;1323;2003;3.85
4031;2004;243004.0;25419.5;Dongen;863.0;329.0;1348;2004;4.15
4032;2005;247593.0;25545.5;Dongen;870.0;337.0;2153;2005;3.2
4033;2006;248336.0;25516.5;Dongen;872.0;339.0;2181;2006;3.7
4034;2007;267052.0;25458.5;Dongen;869.0;341.0;2362;2007;3.84
4035;2008;273555.0;25426.5;Dongen;868.0;342.0;2551;2008;5.34
4036;2009;265001.0;25236.0;Dongen;867.0;349.0;2647;2009;4.86
4037;2010;229702.0;25081.0;Dongen;855.0;352.0;2678;2010;4.52
4038;2011;224541.0;25153.0;Dongen;857.0;355.0;2634;2011;4.22
4039;1995;59817.0;24348.0;Dongeradeel;;;;1995;7.12
4040;1996;59434.0;24383.0;Dongeradeel;;;;1996;6.25
4041;1997;67442.0;24410.0;Dongeradeel;;;;1997;5.82
4042;1998;76496.0;24370.5;Dongeradeel;;;;1998;5.56
4043;1999;87495.0;24313.5;Dongeradeel;;;;1999;5.14
4044;2000;99775.0;24490.5;Dongeradeel;;;;2000;5.88
4045;2001;120181.0;24839.5;Dongeradeel;;;;2001;5.88
4046;2002;136315.0;24957.0;Dongeradeel;;;;2002;5.33
4047;2003;145025.0;24984.5;Dongeradeel;;;;2003;3.85
4048;2004;153029.0;25062.0;Dongeradeel;;;;2004;4.15
4049;2005;158108.0;25075.0;Dongeradeel;;;;2005;3.2
4050;2006;169446.0;24945.5;Dongeradeel;;;;2006;3.7
4051;2007;174326.0;24775.5;Dongeradeel;;;;2007;3.84
4052;2008;178035.0;24652.0;Dongeradeel;;;;2008;5.34
4053;2009;168934.0;24509.5;Dongeradeel;;;;2009;4.86
4054;2010;178861.0;24350.5;Dongeradeel;;;;2010;4.52
4055;2011;164717.0;24288.0;Dongeradeel;;;;2011;4.22
4056;1995;133545.0;10273.0;Doorn;;;;1995;7.12
4057;1996;172878.0;10171.0;Doorn;;;;1996;6.25
4058;1997;167034.0;10098.5;Doorn;;;;1997;5.82
4059;1998;193915.0;10049.0;Doorn;;;;1998;5.56
4060;1999;240827.0;9993.0;Doorn;;;;1999;5.14
4061;2000;268353.0;10046.0;Doorn;;;;2000;5.88
4062;2001;320871.0;10164.5;Doorn;;;;2001;5.88
4063;2002;310748.0;10199.5;Doorn;;;;2002;5.33
4064;2003;309881.0;10228.0;Doorn;;;;2003;3.85
4065;2004;332027.0;10272.0;Doorn;;;;2004;4.15
4066;2005;357203.0;10135.5;Doorn;;;;2005;3.2
4067;2006;;;Doorn;;;;2006;3.7
4068;2007;;;Doorn;;;;2007;3.84
4069;2008;;;Doorn;;;;2008;5.34
4070;2009;;;Doorn;;;;2009;4.86
4071;2010;;;Doorn;;;;2010;4.52
4072;2011;;;Doorn;;;;2011;4.22
4073;2012;;;Doorn;;;;2012;3.65
4074;2013;;;Doorn;;;;2013;3.51
4075;2014;;;Doorn;;;;2014;3.1
4076;2015;;;Doorn;;;;2015;2.28
4077;2016;;;Doorn;;;;2016;1.62
4078;2017;;;Doorn;;;;2017;2.23
4079;2018;;;Doorn;;;;2018;1.68
4080;2019;;;Doorn;;;;2019;1.94
4081;2020;;;Doorn;;;;2020;1.88
4082;2021;;;Doorn;;;;2021;1.43
4083;1995;72146.0;115142.5;Dordrecht;1417.0;601.0;.;1995;7.12
4084;1996;83851.0;116727.0;Dordrecht;1443.0;616.0;.;1996;6.25
4085;1997;92102.0;117688.0;Dordrecht;1458.0;624.0;3380;1997;5.82
4086;1998;102507.0;118790.0;Dordrecht;1468.0;630.0;3452;1998;5.56
4087;1999;114409.0;119641.5;Dordrecht;1485.0;638.0;3542;1999;5.14
4088;2000;129720.0;119921.0;Dordrecht;1487.0;641.0;3618;2000;5.88
4089;2001;141015.0;120121.5;Dordrecht;1489.0;646.0;5332;2001;5.88
4090;2002;154281.0;120132.5;Dordrecht;1492.0;649.0;5365;2002;5.33
4091;2003;158382.0;119846.0;Dordrecht;1509.0;658.0;5293;2003;3.85
4092;2004;165820.0;119456.0;Dordrecht;1504.0;657.0;5334;2004;4.15
4093;2005;174450.0;119042.0;Dordrecht;1500.0;660.0;7842;2005;3.2
4094;2006;186576.0;118681.0;Dordrecht;1502.0;666.0;7925;2006;3.7
4095;2007;189879.0;118361.5;Dordrecht;1498.0;666.0;8622;2007;3.84
4096;2008;200833.0;118295.0;Dordrecht;1494.0;667.0;9681;2008;5.34
4097;2009;186561.0;118444.0;Dordrecht;1496.0;675.0;10207;2009;4.86
4098;2010;188588.0;118645.0;Dordrecht;1497.0;674.0;10300;2010;4.52
4099;2011;183434.0;118836.0;Dordrecht;1504.0;676.0;9834;2011;4.22
4100;1995;93879.0;9126.5;Drechterland;376.0;131.0;.;1995;7.12
4101;1996;98274.0;9342.5;Drechterland;386.0;135.0;.;1996;6.25
4102;1997;100970.0;9509.0;Drechterland;394.0;139.0;277;1997;5.82
4103;1998;129484.0;9669.5;Drechterland;400.0;144.0;293;1998;5.56
4104;1999;149393.0;9817.0;Drechterland;408.0;148.0;303;1999;5.14
4105;2000;197524.0;9963.5;Drechterland;413.0;151.0;314;2000;5.88
4106;2001;205231.0;10063.5;Drechterland;420.0;154.0;513;2001;5.88
4107;2002;214164.0;10136.0;Drechterland;421.0;155.0;521;2002;5.33
4108;2003;203461.0;10286.0;Drechterland;426.0;159.0;536;2003;3.85
4109;2004;218827.0;10441.5;Drechterland;434.0;164.0;562;2004;4.15
4110;2005;223128.0;10606.0;Drechterland;439.0;166.0;896;2005;3.2
4111;2006;265374.0;18567.5;Drechterland;313.0;119.0;1655;2006;3.7
4112;2007;250898.0;18707.0;Drechterland;314.0;121.0;1717;2007;3.84
4113;2008;260705.0;18954.5;Drechterland;318.0;124.0;1864;2008;5.34
4114;2009;256784.0;19191.0;Drechterland;323.0;127.0;1937;2009;4.86
4115;2010;255550.0;19313.0;Drechterland;326.0;129.0;1988;2010;4.52
4116;2011;228525.0;19317.5;Drechterland;327.0;130.0;2001;2011;4.22
4117;1995;131649.0;18487.0;Driebergen-Rijsenburg;;;;1995;7.12
4118;1996;142905.0;18418.5;Driebergen-Rijsenburg;;;;1996;6.25
4119;1997;186353.0;18452.0;Driebergen-Rijsenburg;;;;1997;5.82
4120;1998;207215.0;18416.0;Driebergen-Rijsenburg;;;;1998;5.56
4121;1999;240399.0;18339.0;Driebergen-Rijsenburg;;;;1999;5.14
4122;2000;301825.0;18330.0;Driebergen-Rijsenburg;;;;2000;5.88
4123;2001;288838.0;18382.5;Driebergen-Rijsenburg;;;;2001;5.88
4124;2002;300991.0;18506.5;Driebergen-Rijsenburg;;;;2002;5.33
4125;2003;295870.0;18569.5;Driebergen-Rijsenburg;;;;2003;3.85
4126;2004;340828.0;18569.5;Driebergen-Rijsenburg;;;;2004;4.15
4127;2005;368330.0;18595.0;Driebergen-Rijsenburg;;;;2005;3.2
4128;2006;;;Driebergen-Rijsenburg;;;;2006;3.7
4129;2007;;;Driebergen-Rijsenburg;;;;2007;3.84
4130;2008;;;Driebergen-Rijsenburg;;;;2008;5.34
4131;2009;;;Driebergen-Rijsenburg;;;;2009;4.86
4132;2010;;;Driebergen-Rijsenburg;;;;2010;4.52
4133;2011;;;Driebergen-Rijsenburg;;;;2011;4.22
4134;2012;;;Driebergen-Rijsenburg;;;;2012;3.65
4135;2013;;;Driebergen-Rijsenburg;;;;2013;3.51
4136;2014;;;Driebergen-Rijsenburg;;;;2014;3.1
4137;2015;;;Driebergen-Rijsenburg;;;;2015;2.28
4138;2016;;;Driebergen-Rijsenburg;;;;2016;1.62
4139;2017;;;Driebergen-Rijsenburg;;;;2017;2.23
4140;2018;;;Driebergen-Rijsenburg;;;;2018;1.68
4141;2019;;;Driebergen-Rijsenburg;;;;2019;1.94
4142;2020;;;Driebergen-Rijsenburg;;;;2020;1.88
4143;2021;;;Driebergen-Rijsenburg;;;;2021;1.43
4144;1995;;;Drimmelen;;;;1995;7.12
4145;1996;;;Drimmelen;;;;1996;6.25
4146;1997;;;Drimmelen;;;;1997;5.82
4147;1998;148910.0;;Drimmelen;;;;1998;5.56
4148;1999;174635.0;26612.5;Drimmelen;275.0;104.0;861;1999;5.14
4149;2000;196105.0;26633.5;Drimmelen;276.0;104.0;871;2000;5.88
4150;2001;216817.0;26698.0;Drimmelen;276.0;105.0;1503;2001;5.88
4151;2002;238355.0;26759.5;Drimmelen;277.0;106.0;1516;2002;5.33
4152;2003;235031.0;26705.0;Drimmelen;278.0;107.0;1528;2003;3.85
4153;2004;249303.0;26660.5;Drimmelen;277.0;107.0;1552;2004;4.15
4154;2005;245494.0;26653.5;Drimmelen;277.0;108.0;2415;2005;3.2
4155;2006;268677.0;26612.0;Drimmelen;278.0;109.0;2434;2006;3.7
4156;2007;288307.0;26599.0;Drimmelen;276.0;109.0;2680;2007;3.84
4157;2008;301120.0;26623.5;Drimmelen;277.0;111.0;2816;2008;5.34
4158;2009;261498.0;26607.5;Drimmelen;277.0;111.0;2931;2009;4.86
4159;2010;257163.0;26534.0;Drimmelen;276.0;111.0;2940;2010;4.52
4160;2011;261777.0;26570.5;Drimmelen;275.0;112.0;2843;2011;4.22
