Geslacht_Title;Leeftijd_Title;RegioS;RegioS_Title;Perioden;Perioden_Title;BevolkingOp1Januari_1;GemiddeldeBevolking_2;data_verhuisde_personen.Geslacht.1.Title;data_verhuisde_personen.Leeftijd31December.1.Title;data_verhuisde_personen.RegioS;data_verhuisde_personen.RegioS.1.Title;data_verhuisde_personen.Perioden;data_verhuisde_personen.Perioden.1.Title;data_verhuisde_personen.BinnenGemeentenVerhuisdePersonen_1;data_verhuisde_personen.GevestigdInDeGemeente_2;data_verhuisde_personen.VertrokkenUitDeGemeente_3;gemiddelde verkoopprijs.RegioS;gemiddelde verkoopprijs.RegioS (3).Title;gemiddelde verkoopprijs.Perioden;gemiddelde verkoopprijs.Perioden (3).Title;gemiddelde verkoopprijs.GemiddeldeVerkoopprijs_1;Voorraad woningen.Gebruiksfunctie.1.Title;Voorraad woningen.RegioS;Voorraad woningen.RegioS (4).Title;Voorraad woningen.Perioden;Voorraad woningen.Perioden (4).Title;Voorraad woningen.BeginstandVoorraad_1;Voorraad woningen.Nieuwbouw_2;Voorraad woningen.Sloop_4;Voorraad woningen.Correctie_6;Voorraad woningen.SaldoVoorraad_7;Voorraad woningen.EindstandVoorraad_8
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2011JJ00;2011;;;;;;;;;;;;GM0154;Genemuiden;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2012JJ00;2012;;;;;;;;;;;;GM0154;Genemuiden;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2013JJ00;2013;;;;;;;;;;;;GM0154;Genemuiden;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2014JJ00;2014;;;;;;;;;;;;GM0154;Genemuiden;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2015JJ00;2015;;;;;;;;;;;;GM0154;Genemuiden;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2016JJ00;2016;;;;;;;;;;;;GM0154;Genemuiden;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2017JJ00;2017;;;;;;;;;;;;GM0154;Genemuiden;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2018JJ00;2018;;;;;;;;;;;;GM0154;Genemuiden;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2019JJ00;2019;;;;;;;;;;;;GM0154;Genemuiden;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2020JJ00;2020;;;;;;;;;;;;GM0154;Genemuiden;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0154;Genemuiden;2021JJ00;2021;;;;;;;;;;;;GM0154;Genemuiden;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;1995JJ00;1995;16781; 16795.5;;;;;;;;;;GM0907;Gennep;1995JJ00;1995;99812;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;1996JJ00;1996;16810; 16839.0;;;;;;;;;;GM0907;Gennep;1996JJ00;1996;112494;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;1997JJ00;1997;16868; 16868.0;;;;;;;;;;GM0907;Gennep;1997JJ00;1997;131398;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;1998JJ00;1998;16868; 16818.5;;;;;;;;;;GM0907;Gennep;1998JJ00;1998;154616;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;1999JJ00;1999;16769; 16790.0;;;;;;;;;;GM0907;Gennep;1999JJ00;1999;160541;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2000JJ00;2000;16811; 16816.5;;;;;;;;;;GM0907;Gennep;2000JJ00;2000;176163;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2001JJ00;2001;16822; 16834.5;;;;;;;;;;GM0907;Gennep;2001JJ00;2001;222197;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2002JJ00;2002;16847; 16857.0;;;;;;;;;;GM0907;Gennep;2002JJ00;2002;193080;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2003JJ00;2003;16867; 16810.5;;;;;;;;;;GM0907;Gennep;2003JJ00;2003;231089;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2004JJ00;2004;16754; 16788.5;;;;;;;;;;GM0907;Gennep;2004JJ00;2004;224265;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2005JJ00;2005;16823; 16782.5;;;;;;;;;;GM0907;Gennep;2005JJ00;2005;233217;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2006JJ00;2006;16742; 16802.5;;;;;;;;;;GM0907;Gennep;2006JJ00;2006;239692;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2007JJ00;2007;16863; 16876.5;;;;;;;;;;GM0907;Gennep;2007JJ00;2007;247171;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2008JJ00;2008;16890; 16995.5;;;;;;;;;;GM0907;Gennep;2008JJ00;2008;261961;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2009JJ00;2009;17101; 17127.0;;;;;;;;;;GM0907;Gennep;2009JJ00;2009;268362;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2010JJ00;2010;17153; 17268.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2010JJ00;2010;661;582;514;GM0907;Gennep;2010JJ00;2010;227177;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2011JJ00;2011;17383; 17375.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2011JJ00;2011;629;556;589;GM0907;Gennep;2011JJ00;2011;228314;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2012JJ00;2012;17367; 17343.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2012JJ00;2012;682;535;597;GM0907;Gennep;2012JJ00;2012;222468;Woning;GM0907;Gennep;2012JJ00;2012;7088;35;9;-1;111;7199
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2013JJ00;2013;17319; 17302.5;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2013JJ00;2013;660;504;570;GM0907;Gennep;2013JJ00;2013;191687;Woning;GM0907;Gennep;2013JJ00;2013;7199;23;1;-9;37;7236
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2014JJ00;2014;17286; 17283.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2014JJ00;2014;759;507;564;GM0907;Gennep;2014JJ00;2014;207167;Woning;GM0907;Gennep;2014JJ00;2014;7236;137;1;3;88;7324
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2015JJ00;2015;17280; 17182.5;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2015JJ00;2015;612;542;737;GM0907;Gennep;2015JJ00;2015;202459;Woning;GM0907;Gennep;2015JJ00;2015;7324;2;0;0;-47;7277
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2016JJ00;2016;17085; 17107.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2016JJ00;2016;730;640;568;GM0907;Gennep;2016JJ00;2016;209471;Woning;GM0907;Gennep;2016JJ00;2016;7277;25;3;11;84;7361
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2017JJ00;2017;17129; 17090.5;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2017JJ00;2017;919;682;718;GM0907;Gennep;2017JJ00;2017;246870;Woning;GM0907;Gennep;2017JJ00;2017;7361;31;5;0;26;7387
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2018JJ00;2018;17052; 17061.5;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2018JJ00;2018;866;612;613;GM0907;Gennep;2018JJ00;2018;250215;Woning;GM0907;Gennep;2018JJ00;2018;7387;26;5;0;21;7408
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2019JJ00;2019;17071; 16996.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2019JJ00;2019;773;629;738;GM0907;Gennep;2019JJ00;2019;270151;Woning;GM0907;Gennep;2019JJ00;2019;7408;11;1;1;42;7450
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2020JJ00;2020;16921; 16978.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2020JJ00;2020;783;720;625;GM0907;Gennep;2020JJ00;2020;302087;Woning;GM0907;Gennep;2020JJ00;2020;7450;38;2;0;40;7490
Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2021JJ00;2021;17035; 17136.0;Totaal mannen en vrouwen;Totaal;GM0907;Gennep;2021JJ00;2021;765;744;536;GM0907;Gennep;2021JJ00;2021;333719;Woning;GM0907;Gennep;2021JJ00;2021;7490;51;3;-1;89;7579
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;1995JJ00;1995;14109; 14118.0;;;;;;;;;;GM0689;Giessenlanden;1995JJ00;1995;83452;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;1996JJ00;1996;14127; 14118.5;;;;;;;;;;GM0689;Giessenlanden;1996JJ00;1996;136741;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;1997JJ00;1997;14110; 14107.5;;;;;;;;;;GM0689;Giessenlanden;1997JJ00;1997;137556;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;1998JJ00;1998;14105; 14083.5;;;;;;;;;;GM0689;Giessenlanden;1998JJ00;1998;134460;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;1999JJ00;1999;14062; 14120.0;;;;;;;;;;GM0689;Giessenlanden;1999JJ00;1999;176919;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2000JJ00;2000;14178; 14178.0;;;;;;;;;;GM0689;Giessenlanden;2000JJ00;2000;210933;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2001JJ00;2001;14178; 14217.5;;;;;;;;;;GM0689;Giessenlanden;2001JJ00;2001;210511;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2002JJ00;2002;14257; 14299.0;;;;;;;;;;GM0689;Giessenlanden;2002JJ00;2002;211707;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2003JJ00;2003;14341; 14350.0;;;;;;;;;;GM0689;Giessenlanden;2003JJ00;2003;253965;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2004JJ00;2004;14359; 14397.5;;;;;;;;;;GM0689;Giessenlanden;2004JJ00;2004;252967;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2005JJ00;2005;14436; 14466.5;;;;;;;;;;GM0689;Giessenlanden;2005JJ00;2005;261471;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2006JJ00;2006;14497; 14476.5;;;;;;;;;;GM0689;Giessenlanden;2006JJ00;2006;284574;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2007JJ00;2007;14456; 14439.0;;;;;;;;;;GM0689;Giessenlanden;2007JJ00;2007;328871;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2008JJ00;2008;14422; 14416.5;;;;;;;;;;GM0689;Giessenlanden;2008JJ00;2008;351334;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2009JJ00;2009;14411; 14431.0;;;;;;;;;;GM0689;Giessenlanden;2009JJ00;2009;347377;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2010JJ00;2010;14451; 14439.0;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2010JJ00;2010;489;433;545;GM0689;Giessenlanden;2010JJ00;2010;323205;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2011JJ00;2011;14427; 14467.5;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2011JJ00;2011;347;434;460;GM0689;Giessenlanden;2011JJ00;2011;270526;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2012JJ00;2012;14508; 14487.0;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2012JJ00;2012;339;373;479;GM0689;Giessenlanden;2012JJ00;2012;271571;Woning;GM0689;Giessenlanden;2012JJ00;2012;5737;42;9;4;-11;5726
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2013JJ00;2013;14466; 14454.0;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2013JJ00;2013;313;424;496;GM0689;Giessenlanden;2013JJ00;2013;291565;Woning;GM0689;Giessenlanden;2013JJ00;2013;5726;34;49;1;-12;5714
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2014JJ00;2014;14442; 14453.0;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2014JJ00;2014;453;503;533;GM0689;Giessenlanden;2014JJ00;2014;266653;Woning;GM0689;Giessenlanden;2014JJ00;2014;5714;127;17;0;112;5827
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2015JJ00;2015;14464; 14504.0;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2015JJ00;2015;408;594;564;GM0689;Giessenlanden;2015JJ00;2015;240364;Woning;GM0689;Giessenlanden;2015JJ00;2015;5827;38;4;14;57;5884
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2016JJ00;2016;14544; 14570.0;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2016JJ00;2016;370;621;609;GM0689;Giessenlanden;2016JJ00;2016;272127;Woning;GM0689;Giessenlanden;2016JJ00;2016;5884;28;4;0;26;5910
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2017JJ00;2017;14596; 14573.5;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2017JJ00;2017;457;604;697;GM0689;Giessenlanden;2017JJ00;2017;293859;Woning;GM0689;Giessenlanden;2017JJ00;2017;5910;19;2;-1;17;5927
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2018JJ00;2018;14551; 14545.5;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2018JJ00;2018;307;583;643;GM0689;Giessenlanden;2018JJ00;2018;283671;Woning;GM0689;Giessenlanden;2018JJ00;2018;5927;7;6;1;1;5928
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2019JJ00;2019;;;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2019JJ00;2019;;;;GM0689;Giessenlanden;2019JJ00;2019;;Woning;GM0689;Giessenlanden;2019JJ00;2019;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2020JJ00;2020;;;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2020JJ00;2020;;;;GM0689;Giessenlanden;2020JJ00;2020;;Woning;GM0689;Giessenlanden;2020JJ00;2020;;;;;;
Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2021JJ00;2021;;;Totaal mannen en vrouwen;Totaal;GM0689;Giessenlanden;2021JJ00;2021;;;;GM0689;Giessenlanden;2021JJ00;2021;;Woning;GM0689;Giessenlanden;2021JJ00;2021;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;1995JJ00;1995;6011;  6039.5;;;;;;;;;;GM0116;Gieten;1995JJ00;1995;96326;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;1996JJ00;1996;6068;  6065.0;;;;;;;;;;GM0116;Gieten;1996JJ00;1996;104899;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;1997JJ00;1997;6062;  6087.5;;;;;;;;;;GM0116;Gieten;1997JJ00;1997;117904;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;1998JJ00;1998;;;;;;;;;;;;GM0116;Gieten;1998JJ00;1998;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;1999JJ00;1999;;;;;;;;;;;;GM0116;Gieten;1999JJ00;1999;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2000JJ00;2000;;;;;;;;;;;;GM0116;Gieten;2000JJ00;2000;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2001JJ00;2001;;;;;;;;;;;;GM0116;Gieten;2001JJ00;2001;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2002JJ00;2002;;;;;;;;;;;;GM0116;Gieten;2002JJ00;2002;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2003JJ00;2003;;;;;;;;;;;;GM0116;Gieten;2003JJ00;2003;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2004JJ00;2004;;;;;;;;;;;;GM0116;Gieten;2004JJ00;2004;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2005JJ00;2005;;;;;;;;;;;;GM0116;Gieten;2005JJ00;2005;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2006JJ00;2006;;;;;;;;;;;;GM0116;Gieten;2006JJ00;2006;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2007JJ00;2007;;;;;;;;;;;;GM0116;Gieten;2007JJ00;2007;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2008JJ00;2008;;;;;;;;;;;;GM0116;Gieten;2008JJ00;2008;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2009JJ00;2009;;;;;;;;;;;;GM0116;Gieten;2009JJ00;2009;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2010JJ00;2010;;;;;;;;;;;;GM0116;Gieten;2010JJ00;2010;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2011JJ00;2011;;;;;;;;;;;;GM0116;Gieten;2011JJ00;2011;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2012JJ00;2012;;;;;;;;;;;;GM0116;Gieten;2012JJ00;2012;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2013JJ00;2013;;;;;;;;;;;;GM0116;Gieten;2013JJ00;2013;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2014JJ00;2014;;;;;;;;;;;;GM0116;Gieten;2014JJ00;2014;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2015JJ00;2015;;;;;;;;;;;;GM0116;Gieten;2015JJ00;2015;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2016JJ00;2016;;;;;;;;;;;;GM0116;Gieten;2016JJ00;2016;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2017JJ00;2017;;;;;;;;;;;;GM0116;Gieten;2017JJ00;2017;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2018JJ00;2018;;;;;;;;;;;;GM0116;Gieten;2018JJ00;2018;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2019JJ00;2019;;;;;;;;;;;;GM0116;Gieten;2019JJ00;2019;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2020JJ00;2020;;;;;;;;;;;;GM0116;Gieten;2020JJ00;2020;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0116;Gieten;2021JJ00;2021;;;;;;;;;;;;GM0116;Gieten;2021JJ00;2021;;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;1995JJ00;1995;23653; 23748.0;;;;;;;;;;GM0784;Gilze en Rijen;1995JJ00;1995;107707;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;1996JJ00;1996;23843; 23926.5;;;;;;;;;;GM0784;Gilze en Rijen;1996JJ00;1996;123662;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;1997JJ00;1997;23803; 23826.5;;;;;;;;;;GM0784;Gilze en Rijen;1997JJ00;1997;124995;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;1998JJ00;1998;23850; 23938.0;;;;;;;;;;GM0784;Gilze en Rijen;1998JJ00;1998;136824;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;1999JJ00;1999;24026; 24133.5;;;;;;;;;;GM0784;Gilze en Rijen;1999JJ00;1999;150101;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2000JJ00;2000;24241; 24392.5;;;;;;;;;;GM0784;Gilze en Rijen;2000JJ00;2000;175828;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2001JJ00;2001;24544; 24640.5;;;;;;;;;;GM0784;Gilze en Rijen;2001JJ00;2001;199796;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2002JJ00;2002;24737; 24815.5;;;;;;;;;;GM0784;Gilze en Rijen;2002JJ00;2002;222051;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2003JJ00;2003;24894; 24993.5;;;;;;;;;;GM0784;Gilze en Rijen;2003JJ00;2003;211757;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2004JJ00;2004;25093; 25144.5;;;;;;;;;;GM0784;Gilze en Rijen;2004JJ00;2004;236227;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2005JJ00;2005;25196; 25231.0;;;;;;;;;;GM0784;Gilze en Rijen;2005JJ00;2005;247158;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2006JJ00;2006;25266; 25321.0;;;;;;;;;;GM0784;Gilze en Rijen;2006JJ00;2006;257800;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2007JJ00;2007;25376; 25510.0;;;;;;;;;;GM0784;Gilze en Rijen;2007JJ00;2007;254266;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2008JJ00;2008;25644; 25716.5;;;;;;;;;;GM0784;Gilze en Rijen;2008JJ00;2008;260267;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2009JJ00;2009;25789; 25882.0;;;;;;;;;;GM0784;Gilze en Rijen;2009JJ00;2009;265917;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2010JJ00;2010;25975; 25869.5;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2010JJ00;2010;1017;723;1281;GM0784;Gilze en Rijen;2010JJ00;2010;254235;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2011JJ00;2011;25764; 25676.5;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2011JJ00;2011;850;735;984;GM0784;Gilze en Rijen;2011JJ00;2011;237583;;;;;;;;;;;
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2012JJ00;2012;25589; 25723.5;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2012JJ00;2012;1148;1019;836;GM0784;Gilze en Rijen;2012JJ00;2012;245050;Woning;GM0784;Gilze en Rijen;2012JJ00;2012;10237;247;2;42;520;10757
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2013JJ00;2013;25858; 25963.5;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2013JJ00;2013;1034;986;910;GM0784;Gilze en Rijen;2013JJ00;2013;227470;Woning;GM0784;Gilze en Rijen;2013JJ00;2013;10757;238;3;4;310;11067
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2014JJ00;2014;26069; 26067.0;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2014JJ00;2014;861;902;1050;GM0784;Gilze en Rijen;2014JJ00;2014;216583;Woning;GM0784;Gilze en Rijen;2014JJ00;2014;11067;16;9;0;9;11076
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2015JJ00;2015;26065; 26108.5;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2015JJ00;2015;1028;946;1312;GM0784;Gilze en Rijen;2015JJ00;2015;230286;Woning;GM0784;Gilze en Rijen;2015JJ00;2015;11076;74;5;1;62;11138
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2016JJ00;2016;26152; 26186.0;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2016JJ00;2016;1097;1371;4164;GM0784;Gilze en Rijen;2016JJ00;2016;250564;Woning;GM0784;Gilze en Rijen;2016JJ00;2016;11138;84;4;0;11;11149
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2017JJ00;2017;26220; 26266.5;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2017JJ00;2017;1315;1294;2003;GM0784;Gilze en Rijen;2017JJ00;2017;256422;Woning;GM0784;Gilze en Rijen;2017JJ00;2017;11149;53;0;-1;50;11199
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2018JJ00;2018;26313; 26372.0;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2018JJ00;2018;1177;1144;2063;GM0784;Gilze en Rijen;2018JJ00;2018;282359;Woning;GM0784;Gilze en Rijen;2018JJ00;2018;11199;83;9;3;71;11270
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2019JJ00;2019;26431; 26431.0;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2019JJ00;2019;1009;1063;2088;GM0784;Gilze en Rijen;2019JJ00;2019;304871;Woning;GM0784;Gilze en Rijen;2019JJ00;2019;11270;22;9;2;31;11301
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2020JJ00;2020;26431; 26577.0;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2020JJ00;2020;1027;1716;3385;GM0784;Gilze en Rijen;2020JJ00;2020;334905;Woning;GM0784;Gilze en Rijen;2020JJ00;2020;11301;79;3;0;91;11392
Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2021JJ00;2021;26723; 26640.0;Totaal mannen en vrouwen;Totaal;GM0784;Gilze en Rijen;2021JJ00;2021;903;1421;4493;GM0784;Gilze en Rijen;2021JJ00;2021;357378;Woning;GM0784;Gilze en Rijen;2021JJ00;2021;11392;32;10;1;11;11403
Totaal mannen en vrouwen;Totaal;GM0511;Goedereede;1995JJ00;1995;10899; 10923.0;;;;;;;;;;GM0511;Goedereede;1995JJ00;1995;108324;;;;;;;;;;;
